case_id,reference_frame,moving_frame,command_sha256,transform_paths,transform_sha256,warped_image_sha256,warped_anatomy_sha256,similarity_delta,anatomy_dice_delta,terminal_state,failure_class
Case2004,0,5,bf66d76c3d793c426ddc537792976eddf273febe6e385a911c74e9720083d56f,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,debd8d03c01a4135ab3f875946e4802cf714eec45c485f7b84a741f5c413017b,33d40155a3451928b685c62f893c3e07294b7119dc1ffcaea8ac02ef9149a387,a00faaf7b8c8e3d885bdf9d625efb08fe614002df217527a8ac5914ce4db5402,0.011,0.004,COMPLETED,none
Case2005,0,1,b8291a62a724f42bae21a2d32852b51e118dd5f71d9efbecd18c1544a7bd1a7b,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,7d4a2cfd672c03aba4b7648d51e6d5f54b544f63df4ca324f347318a6f40526a,e22d91d1a3d67379b7ec620e415d36a7b01cd8df46532609e87bccb8025807e1,0fec70f6507bafe1f5010e5b48ea187ef899261dcc8c8df515c2a8cd4fcbd798,0.011,0.004,COMPLETED,none
Case2005,0,2,276e2a93c2845860d7ae3e4fdd7b58fa0c935dafa3cc8017e4186de01a05b380,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,62c41905a565ab2b5bfbe1a5d88955d807c862f6a3e9f4c0036d4daa57d72411,eac528517f0d6ae3f2cf60cc9b437c2e4ee866595653ede05b87f048a32bcae3,aa1c74666767ade8a8b87a86293f9e72c83d0ce141dd82c30b1d98e7f9ee22cc,0.011,0.004,COMPLETED,none
Case2005,0,3,414068b463d87a8f881a8753a81d71a8ff6c407751e8d03a53ec7af4840acef4,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,183e0e3a062688055ee9db111b1d4c3978ef656667ac06653320f7cd96cd2c5d,c2489cb972f0b99c50d237ed61c5c090c728a7e8933f51c79f9f56a98759c2a3,2c793a44ada8f9bbf4ce06a6796a009c6d4fc34af764a0114989ddbe88e65309,0.011,0.004,COMPLETED,none
Case2005,0,4,6deb97c20a2cd3684d9e6eafc003e48639353b5933ad98ce398bcaef0b865f8d,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,354de61b52afceec03de89c0d295d85bdff4aee7c4295416ea3ae0018dba70e6,a80f621e4151e1cfc1d77db684b21ca8990e6d448b580f5c7bb9e8f5bcab0a5e,83ed887580a326a26c4e130fc4a5bc9abad276a0b5455e164f05336862abb034,0.011,0.004,COMPLETED,none
Case2005,0,5,95aa32047628b0f2e26cfb3e4c5263df4b786fbfb531ddb5e70df77c5c039ab5,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,cc1154afcaae03307f44e1325744a7c80be03f6bfd7d4e094e5cc144f0c65110,270bf4d298d393d49dcd4e8001180466ff86d5fe2585e13874dfd3a3a6db4549,88a0d42dc38be058f23c5dce30740d5d75d3ea411f3c3721d31b43440d2ab11d,0.011,0.004,COMPLETED,none
Case2006,0,1,0a53b9a8ae217c60dbda567525dd5bb783c12657aead6217cc597408f874127b,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,8004dc90d984d4a043a4c551af50bb8461b8a246fb1926d0d77932446953e5c2,73cc61d4d5d63fae8504bc517f759abebe87d1f107b597d45abe840ab7cd4a5e,50ebef8c39485a7b098b01f4e84af48d921d962d03dfc5afefdcd1b454487ae4,0.011,0.004,COMPLETED,none
Case2006,0,2,856658b91048992984c8f30a03ca55a94e3a4f3980433648026e0c1098e41893,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,be65283ce6f4f9ad30b313fbadb68678b40663e47bc53b0c2d2d086d61cda0a7,91d719e0685ee9ad9999d570e9699c822ce34d00df4030766003f14653950bcb,4a47f94c7ecf646169bc943838315deb3426594c72741685c92dc494f66ae620,0.011,0.004,COMPLETED,none
Case2006,0,3,b35c8b16b51d4a8c7dc422aba9fa4d08e283c69f3f1dd2c053384af0dd6d8909,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,eb724e373b5800ac2669359ad4fd070a1131cbea6a9e29be3e80fed8a6168346,ad44b95f1bdd97347574b30e5edb264ae9a0c3143ce1c56f0d5aa3227bb49d3a,50e76174a7b42dcb7400395a4980b505bb751d36d558274dabcab57ae4083bc3,0.011,0.004,COMPLETED,none
Case2006,0,4,77edfcd8bc15750164c06c1212f8450357bfc8c92ff917b4b359cf77405da553,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,bfdd4b3831d0f84cdab49697a76c5caf407d5c5a397af7bca40e4bb1fa9886e5,da9fdac802b723b50298723f31b08339ce9561542cd9496419b157ce230faac1,21a8fbe3aa28aa9defff5bfdffa53ea4a91f43432742ca12257642af069f2026,0.011,0.004,COMPLETED,none
Case2006,0,5,2006a18045dfeb56ef855fe544eafbf93892695e54b95b57404740635f309a2a,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,469b4bce3200585772767ce0a63556974a2aeccd8b24ec2a56d7f249b78c1c0c,da6aa819ae9345f170b6be0c203e736ec422a308d628dc973a76a5e1600eb7cb,9c311d981c2222c750586cf35a654a336410b86911b84d6475151b57f6c50475,0.011,0.004,COMPLETED,none
