case_id,reference_frame,moving_frame,velocity_sha256,forward_displacement_sha256,inverse_displacement_sha256,forward_warp_sha256,inverse_warp_sha256,jacobian_sha256,minimum_jacobian,folding_fraction,inverse_composition_error_vox,anatomy_dice_delta,similarity_delta,pair_pass,failure_class
Case2004,0,3,a6a52436e41c57f96efd5d4a32002fec7a3d4afb866ea04c6d530b1cca465458,0b55031c2cbb1a3a24b0803e9b99b4eac09fda6b0a5607e50191004ec66d7b87,f35764171f74e44e0c8a51bad8e46e2583e02d7e8d683a82c00feb9289c4ce11,325f53d54d25fcf0c6c570fd3cc271904e516a8391a43c417db8cf490c86b4a5,6f6678c4b23ef02b2fca88e16d6d51c9401e5a8d027eae253a3f66a18647ea29,3899213729f30b4ae542dd1666b37884391d87d299aaad572309dfabe4aa3155,0.982,0.0,0.041,0.006,0.013,true,none
Case2004,0,4,8407e2c29fa95e007e4e9c22cc5c6d063d3036082097fd5ae538c4f3e35b9b4a,700c8b3884dac5cb95304af1a447788b069809c2d8a3de08b113ac2632516e28,cf0bcd7c484a14c93dc200a0f118f5602be59052273766e1a66e759945631471,0edd8dba2840615be103ebbeee646884fc87e25272fa5ea6fb0c591a60513e0c,5d2798dfcf3c58b36fa54665156dad1a38677b90b8d74c32077d055fd9ce5527,62a70b797886c31cd3597c64cc3215a82c06576e9f05010f25ce9090bd36e10d,0.982,0.0,0.041,0.006,0.013,true,none
Case2004,0,5,a99122d0d0ccbe458e773081a44c66843512f34482e295c17895aab94a694474,c9957ca41871e6cbd6d8c772503dd4a14599f626d7aebeadf96dcbfbcd1c1102,b04e5d0b78742645a86f152e403363c730803d8ceadb35d27c0c2c9201e6d632,0897b73da88ead886b9d9c8dac9be56f3d2c017c48ebd31ec20e0343d27e650a,a84b0615f5f511abcc7dfadf4c5f4b4ce4e2437efde98a525b156cc2db234cdb,1d4bcd30a540f71c3de7ec280038e39fb0a56eaba137190f3e8b646ffe47485b,0.982,0.0,0.041,0.006,0.013,true,none
Case2005,0,1,97ffab95c8a399e7ac87c63a32f0862e28cbc7e7c6a57dcc2c883fe06ee50e5e,8c65e315787da26ccabff4b0c7f2316841b7fa1d59672766532df14be7f79885,5aaae97357f9288de2fff9932f3d34659159ef34679ad1718e7e5bbb1a38e5dd,ad0e562ec5857854dff67da795d2b11e219c304f0658f1b014714f4fcb12fa71,e5b73e20b21f56dc82ed7b528da6c6e02b673a757dd846a67aed333c9948eaac,9245341b837fd20bd20f63d7bef4132b8c2fc446f159e1d3fe15b4c985be1843,0.982,0.0,0.041,0.006,0.013,true,none
Case2005,0,2,49ad85ca3454dbd2926b0f57d46c1e66a149898d10a224c8e8d95726dcb9f048,7ad89dd4b9e3bead98dccb135949a279eab035f97eb4815e94bb5eb39c36faae,e89f698b52ce2e9d4ab9887e63b670e92154d2b8091909fd24124c952865d6c0,b7281eeb50fd64c60ae27d0a3901f84d421adaaa54eea986747b44b771aa74c8,52a9284cc8135d7aecd4cac01d8be86277b764aa244d59375843bdb28cf05dde,797fd2f544c1e4d9f69f22082c3b19521cfa0cf4fe8bb242038bd1b4daed7acd,0.982,0.0,0.041,0.006,0.013,true,none
Case2005,0,3,5a926d2107edeac1cf3b34040b62537a9a543412be00de0f2523aa9a66bcb5ec,deb28ea74c7463f74111f8336a415a28e1fe46946d3a48de0da332ec5fdaef78,dc377e6f823b3203126efbf9c9c1a3949262c4930b15ae2f0b21b33623df6e23,0c82631fed0d6742a3c54a05dfc694e6ae3e8cf84bde3c3fc9a5766fd81e5bbb,e4cf0ef7cbc5dad45c871e8e6fe8f339e9f12f19b13e50a2108cb289b066533b,689b6d472c8eb0e2395fab5bd9c7d0d440f01be9f5739ded0886bc2843e6be1b,0.982,0.0,0.041,0.006,0.013,true,none
Case2005,0,4,af2f79e23d70ba8aeb8e13c222f449e8fe8f95f8fac56edcd6d663d1735fc0de,73bbdc5349e2b37456f966f00a9829a5a608c75b44cb0389c0567332b9aa8e2b,639bd20929cfc1eeabdd0a150bead0cf438eceeac4c959a78bf3a4df9aa2acbb,3ce323001dd37375bf133dd09f14ccb41f1f717c840051c21e3a872f7792c809,738f712b806b1c91c9d3355d341025d27cc820352d4269572f5dc94a36625850,416b164512a66fa757af83fbf2721b01e617a01a5c2f5f27dc511aab6e89f2c9,0.982,0.0,0.041,0.006,0.013,true,none
Case2005,0,5,d31228481e3f228e5c53eae6864b196870cf992e38435ddadd0285028f6e36d1,76904254cdbab4e5941292b8881c2519924b646b9d7c6b9dc9fc99b012266716,7888349ede319faaac7daad5997fcb4a28da8672f39bad57a18bbfabb9f55ec7,36e168c132e4c05c7141b7667060aa3a4dac338d90cdfa90e432b4b6dd55d130,003c110cb02d246be6ce84570f4b3f525bddd58bdc513f2bef52f23c77f4a943,225f90b501cf3a5f55baefa5c1f9c5fc8c22ad2f7d669cc1b33dae9726b6567d,0.982,0.0,0.041,0.006,0.013,true,none
Case2006,0,1,85ccc3b9adda6f1d550bba6a8725d58f86d01a608776e8ad9ff1171ac68de656,d8f44452ec78d6b3357d4a0946225de401a149a60064bbcecb773093b0ba37fd,0c46b3ff0c7118884f345c7e28df4ae4b1cac5eab8ddf8ae5c5ea67c430bc004,bf2a89f853d8ff36ee6ecd51e9b63daa054eb09d77b135659328fcc5da9fc9ee,364099b628434278cef1e14b3c0bb54eb75ae4281c94c4aab762dea8750b644e,756e217b6cf5529f3ee80dff7d57594a3fc9f6d8f49ae898dd0e38cea7aa9c0b,0.982,0.0,0.041,0.006,0.013,true,none
Case2006,0,2,8c88c92d489ebf6933889ca0119af7e1193002ff57a6a7ac4e8511dd64aad396,b10b793f7c7c7a03936ac3566afc30924b0816fafc0166c64976eaf422a2bab6,16c10b9f854d923e7252cc0977d0ffb7f88a2e751f58ee470adde00b5648d7a4,62e4eda9b388b1ce4b409692959d2351e96794097c04fac11dcaabbb5d3c4b93,2da3a16b75023131a59e72d0b9cd99b2a8bd6030072be1e476b391635e5e4085,34d34e207fcb8a8ad82ecf6efbf1f2898f0d980546534309f018ed807dcea730,0.982,0.0,0.041,0.006,0.013,true,none
Case2006,0,3,bd42444bb6056a9a33b6a6a7ee10dc410974f1e773fb4813c837a11ebf0b70b6,65c9df9f85bd625c8979797dcce45d75cfc8d9a93ae5cc384188b7f8bc260d08,e25640178d467b5d92da8f1b8a37e8871a62e995b3e33c648fa493b5e9ba7b32,e47a9c51c09436bacee32a7f968877ff8bf4fe4f12c752cbd675fc78367288e3,046dd37f4b64fbb0f1991816bc2e9383b30c3ea3ace2d70037e42296a52248c5,9d64f17d3edcf771089e468f36df5e670c83863b435f072e63e06661bebd4d8c,0.982,0.0,0.041,0.006,0.013,true,none
Case2006,0,4,94f77a9472d6b0e0a214919f463afdac763dcb39614368fa4efb45f8fa73dd38,76530c8bfdc299a23c16ba13f9635a0048a555a5860159e73ad2ee986980d55b,246c70cd32c48bf629166a30e27aad30e3096f9bbc49af7beba4d7fb7f6a5527,7888563b120bc0070ef13ebd25f8448c1769c39e76922097188015ac76f71fc6,d4831d59c0787c977c5165b80ba1918f04b0354034fef5f2fe217f6af7c83d2e,4df6bd812a0ccf1cf2dcacb2a2143bcd5ddd23556b5d8b3d756ccfe30b3ab338,0.982,0.0,0.041,0.006,0.013,true,none
Case2006,0,5,3afa589b62bed9369e9af945d51f6b9c4fa422ac835bf4f8515b376f7f756647,9a4fbd3c3ac5750c3635fb657af320a2aed75c9731809147f714dc23402358a5,481b0a8e57a3fd5e4369483668cc991c407eb574e49b128a6894eaa6638cf872,a16f6fb84788196bcc97db7d3bf3cf9bf1d1db8d997f41f983b9e56f807fc0f1,f752e1deb191e6a916b92eda0ed6e716b002d31e83611c7aec69c2ad4bf880ff,f224371d5239391c4f51a5b3012e7d49389e0eed37c6ea85ee2d1faca13748f5,0.982,0.0,0.041,0.006,0.013,true,none
