phase,design,variant,checkpoint_name,checkpoint_path,checkpoint_step,recoverable,old_metrics_present,followup_metrics_present,summary_path,legacy_checkpoint_selection_mode,legacy_checkpoint_selection_status
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_6664,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_6664.pt,6664,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_8330,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_8330.pt,8330,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_9996,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_9996.pt,9996,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_11662,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_11662.pt,11662,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_13328,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_13328.pt,13328,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_14994,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_14994.pt,14994,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_15000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_15000.pt,15000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_16660,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_16660.pt,16660,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_18326,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18326.pt,18326,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_19992,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_19992.pt,19992,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_21658,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_21658.pt,21658,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_22500,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_22500.pt,22500,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_23324,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_23324.pt,23324,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_24990,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_24990.pt,24990,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_25000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_25000.pt,25000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_best,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_best.pt,,True,True,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_final,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_final.pt,,True,True,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_2045,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_2045.pt,2045,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_4090,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_4090.pt,4090,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_6135,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_6135.pt,6135,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_8180,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_8180.pt,8180,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_9000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_9000.pt,9000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_10225,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_10225.pt,10225,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_12270,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_12270.pt,12270,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_14315,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_14315.pt,14315,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_16360,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_16360.pt,16360,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_18405,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18405.pt,18405,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_20450,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_20450.pt,20450,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_22495,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_22495.pt,22495,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_24540,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_24540.pt,24540,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_26585,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_26585.pt,26585,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_27000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_27000.pt,27000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_28630,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_28630.pt,28630,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_30675,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_30675.pt,30675,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_32720,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_32720.pt,32720,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_34765,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_34765.pt,34765,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_36810,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_36810.pt,36810,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_38855,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_38855.pt,38855,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_40500,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_40500.pt,40500,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_40900,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_40900.pt,40900,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d3_full_propref,D3_HIERARCHICAL_BR2_MEMORY_PROPREF,m10_d3_full_memory_propref_formal,checkpoint_validation_step_42945,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_42945.pt,42945,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d3_full_memory_propref_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
