timestamp_utc,phase,git_head,job_ids,job_states,decision,next_action
2026-07-19T20:15:40.662282+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""38:23""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:20:41.712327+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""43:24""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:21:31.648278+00:00,B4_SUBMITTED,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}",submitted htzhulab only; a100 test-only worse,NEEDS_MONITOR,monitor B4 terminal state
2026-07-19T20:21:31.676883+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""0:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T20:25:41.773094+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""48:24""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:26:31.712134+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""5:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T20:30:41.848738+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""53:24""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:31:31.778125+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""10:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T20:35:41.926116+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""58:24""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:36:31.818979+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""15:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T20:40:42.841951+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:03:25""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:41:31.857120+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""20:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T20:45:42.913027+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:08:25""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:46:31.891052+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""25:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T20:50:42.998075+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:13:25""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:51:31.939462+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""30:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T20:55:43.092035+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:18:26""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T20:56:31.981322+00:00,B4_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""job_id"": ""59554239"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T16:20:43"", ""state"": ""RUNNING"", ""time"": ""35:48""}",NEEDS_MONITOR,poll B4 again
2026-07-19T21:00:43.173161+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:23:26""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:01:32.036949+00:00,B4_TERMINAL,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B4"": ""59554239""}","{""elapsed"": ""00:40:31"", ""end"": ""2026-07-19T17:01:14"", ""exit_code"": ""0:0"", ""job_id"": ""59554239"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T16:20:43"", ""state"": ""COMPLETED""}",B4_PASS,controller resume B5 if B4 pass; otherwise classify MyoPS lane terminal
2026-07-19T21:05:43.897069+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:28:26""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:10:43.983246+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:33:26""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:15:39.350894+00:00,B5_SUBMITTED,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}",submitted htzhulab only; a100 test-only worse,NEEDS_MONITOR,monitor B5 terminal state
2026-07-19T21:15:39.390252+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""0:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:15:44.052504+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:38:27""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:20:39.430341+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""5:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:20:44.123585+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:43:27""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:25:39.471725+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""10:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:25:44.199929+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:48:27""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:30:39.529421+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""15:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:30:45.124922+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:53:28""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:35:39.680312+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""20:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:35:45.202654+00:00,B3_B7_WAVE_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""job_id"": ""59552549"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T15:37:17"", ""state"": ""RUNNING"", ""time"": ""1:58:28""}}",NEEDS_MONITOR,poll B3/B7 again
2026-07-19T21:40:39.772049+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""25:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:40:45.335026+00:00,B3_B7_WAVE_TERMINAL,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B3"": ""59552550"", ""B7"": ""59552549""}","{""B3"": {""elapsed"": ""00:31:51"", ""end"": ""2026-07-19T16:15:14"", ""exit_code"": ""0:0"", ""job_id"": ""59552550"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:43:23"", ""state"": ""COMPLETED""}, ""B7"": {""elapsed"": ""02:02:44"", ""end"": ""2026-07-19T17:40:01"", ""exit_code"": ""0:0"", ""job_id"": ""59552549"", ""node"": ""g1807htzh01"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T15:37:17"", ""state"": ""COMPLETED""}}",B3_B7_WAVE_TERMINAL_PASS,controller resume B4/B8 if pass; otherwise classify lane terminal
2026-07-19T21:45:39.819660+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""30:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:50:39.873787+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""35:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:51:57.723715+00:00,B8_SUBMITTED,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}",submitted htzhulab only; a100 test-only much worse,NEEDS_MONITOR,monitor B8 terminal state
2026-07-19T21:51:57.767044+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:00""}",NEEDS_MONITOR,poll B8 again
2026-07-19T21:55:39.959786+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""40:57""}",NEEDS_MONITOR,poll B5 again
2026-07-19T21:56:57.809380+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""6:00""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:00:40.011251+00:00,B5_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""job_id"": ""59560352"", ""partition"": ""htzhulab"", ""reason"": ""g180702"", ""start_time"": ""2026-07-19T17:14:42"", ""state"": ""RUNNING"", ""time"": ""45:58""}",NEEDS_MONITOR,poll B5 again
2026-07-19T22:01:57.850608+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""11:00""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:05:40.076323+00:00,B5_TERMINAL,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B5"": ""59560352""}","{""elapsed"": ""00:50:43"", ""end"": ""2026-07-19T18:05:25"", ""exit_code"": ""0:0"", ""job_id"": ""59560352"", ""node"": ""g180702"", ""partition"": ""htzhulab"", ""start"": ""2026-07-19T17:14:42"", ""state"": ""COMPLETED""}",B5_PASS,controller resume B6 if B5 pass; otherwise classify MyoPS lane terminal
2026-07-19T22:06:57.903205+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""16:00""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:11:57.959786+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""21:00""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:16:58.380609+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""26:01""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:21:58.422448+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""31:01""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:26:58.461214+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""36:01""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:31:59.803764+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""41:02""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:36:59.951128+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""46:02""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:41:59.985806+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""51:02""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:47:00.020444+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""56:03""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:48:08.960048+00:00,B8_WATCHER_RESTART,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}",watcher restarted after B5 pass/context correction,NEEDS_MONITOR,monitor existing B8 job
2026-07-19T22:48:08.989901+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""57:11""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:53:09.023938+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:02:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T22:58:09.065119+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:07:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:03:09.102748+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:12:12""}",NEEDS_MONITOR,poll B8 again
2026-07-19T23:08:09.140632+00:00,B8_MONITOR,b9c7664da7cb1f1892fff37a4497722f31a0a96d,"{""B8"": ""59562056""}","{""job_id"": ""59562056"", ""partition"": ""htzhulab"", ""reason"": ""g1807htzh01"", ""start_time"": ""2026-07-19T17:50:57"", ""state"": ""RUNNING"", ""time"": ""1:17:12""}",NEEDS_MONITOR,poll B8 again
