sha256,size,count,paths
4b44f3a7ac5074e52536073cebd4b979eced0091c89ea9057da6334befa5632c,1391,4,docker/CARE2026_Myocardium/CineMyoPS/vendor/myops/utils/metrics.py|third_party/MoSAIC/source/docker/cinemyops/myops_pkg/utils/metrics.py|third_party/MoSAIC/source/docker/myops/myops_pkg/utils/metrics.py|third_party/MoSAIC/source/myops/utils/metrics.py
7636bdb23574debc53df9d2b292f7185cb2b4bd0b17d029f7efdfd27613ed478,1352,4,docker/CARE2026_Myocardium/CineMyoPS/vendor/myops/models/blocks.py|third_party/MoSAIC/source/docker/cinemyops/myops_pkg/models/blocks.py|third_party/MoSAIC/source/docker/myops/myops_pkg/models/blocks.py|third_party/MoSAIC/source/myops/models/blocks.py
b0dc5079f671308b02685e83d90c4669f4d83791adce72aec8b9bbe9a5beab0a,1145,4,results/20260803_care_ase_r2_external_review_repair_v7/environment_determinism_manifest_fold1.json|results/20260803_care_ase_r2_external_review_repair_v7/environment_determinism_manifest_fold4.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/environment_determinism_manifest_fold1.json|results/20260803_care_ase_r2_final_pretraining_closure_v8/environment_determinism_manifest_fold4.json
b07e740b35e477939015c61676ec753e8d386f846feb52633b9e3493531a9dd8,588,4,docker/CARE2026_Myocardium/CineMyoPS/vendor/myops/models/spg.py|third_party/MoSAIC/source/docker/cinemyops/myops_pkg/models/spg.py|third_party/MoSAIC/source/docker/myops/myops_pkg/models/spg.py|third_party/MoSAIC/source/myops/models/spg.py
fe695200463fa2c208493a0664d6d1de9bea779c6a49c7ded53aa1f989daf286,483,4,results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_partition_race_retry5_finalization.json|results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_partition_race_retry6_finalization.json|results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_partition_race_retry7_finalization.json|results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_partition_race_retry8_finalization.json
ab3a0332798e536fa6a2ee554393be3441bbbc89a4f7ec205eaa09df7e80e9c0,317,4,results/20260730_care_failure_forensics_deep_research_packet/arc_design_vs_implementation.csv|results/20260730_care_failure_forensics_deep_research_packet/arc_loss_final_output_trace.csv|results/20260730_care_failure_forensics_deep_research_packet/v3_arc_design_code_runtime_matrix.csv|results/20260730_care_failure_forensics_deep_research_packet/v3_arc_final_output_trace.csv
8f8fb81badd6ef28da7fcbcac60b7de475f6c88d22062876532a85990904a542,242,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__final_competition/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__final_competition/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__final_competition/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__final_competition/known_bad_fixture_receipt.json
a94ad03ba409743175b611ffa06d232168c3eaa5971f19102b6ddcb498571c92,239,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_boundary/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_boundary/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_boundary/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_boundary/known_bad_fixture_receipt.json
8274c746d7e3ad55441def08769c58a8a1624fddc1dc9469e6400ababb4297a4,239,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_component/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_component/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_component/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_component/known_bad_fixture_receipt.json
67808c57867d8fdbc48a5db1e0a118b393d7127683d7f566c0db51d29f77b5ae,238,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_context/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_context/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_context/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_context/known_bad_fixture_receipt.json
6cac63aa30c8da939f21ecacc07f04d667fa76905a40f0fccdac93f607c0021b,237,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_extent/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_extent/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_extent/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_extent/known_bad_fixture_receipt.json
6e53cb9bd9e15a9dcb05223affd019e2ee8f0bc3e9c786c6aff13c28c8e8baff,237,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_context/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_context/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_context/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_context/known_bad_fixture_receipt.json
77ed29734d5d1cd1240eb788d03df559f24b5bbcd5e018d578a8cf971b90d71a,236,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_dense/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_dense/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_dense/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__edema_dense/known_bad_fixture_receipt.json
cf8cd646aaeca3f539bb605345de991a3b82b637a9f40540334b727244367c8f,236,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_center/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_center/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_center/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_center/known_bad_fixture_receipt.json
6f84b5ba6bbc04f02d970f4251a5bb52bac0ce575c7583ca26b5f2a52e241d8d,236,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_extent/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_extent/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_extent/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_extent/known_bad_fixture_receipt.json
8a70d4c50d648523f3ba19534d876e61bf17efe720a5b1099bdf3b7ddf25b182,235,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_dense/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_dense/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_dense/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__scar_dense/known_bad_fixture_receipt.json
718feeeaf1deb30dcfe4c64e8cf5cc0c008bd07cd3e5464752d3c6cdc91f9d25,233,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__anatomy4/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__anatomy4/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__anatomy4/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__anatomy4/known_bad_fixture_receipt.json
b83a0968ad658e12d4f5df58df361380c305365139e680d05107da05785c9b46,233,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__distance/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__distance/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__distance/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__distance/known_bad_fixture_receipt.json
197d8567044729786e72f40be29745975cb59a51812232a0086496bf184cc8b2,233,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__relation/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__relation/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__relation/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__relation/known_bad_fixture_receipt.json
1c4b4cbc72fc817450fab2574aa4544bc44c3184af630224c96cbec9d9e411e6,231,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__injury/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__injury/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__injury/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__injury/known_bad_fixture_receipt.json
2fc02119db5f7b51835b7ba7e4dee2c4559b150b8ff39666520a8d05cc8807da,229,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/delete_semantic_auxiliary_loss__wall/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/delete_semantic_auxiliary_loss__wall/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/delete_semantic_auxiliary_loss__wall/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/delete_semantic_auxiliary_loss__wall/known_bad_fixture_receipt.json
29d8a35e454c0b3fc8cf9d7b6df9154b07a84ed55f75e7e14f37a324871aa5f4,222,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/resume_not_restore_sampler_or_next_hash/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/resume_not_restore_sampler_or_next_hash/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/resume_not_restore_sampler_or_next_hash/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/resume_not_restore_sampler_or_next_hash/known_bad_fixture_receipt.json
c10ce1f99062e4919b8d24c3a528aac5c2e838d2ae89db8acf8f43f92ac208a6,215,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/area_reference_hardcoded_0_20_0_30/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/area_reference_hardcoded_0_20_0_30/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/area_reference_hardcoded_0_20_0_30/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/area_reference_hardcoded_0_20_0_30/known_bad_fixture_receipt.json
1c9f20319abbb34f890297afb37285754319e2194d3bf656335e8801809285c2,215,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/hard_negative_manifest_not_consumed/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/hard_negative_manifest_not_consumed/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/hard_negative_manifest_not_consumed/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/hard_negative_manifest_not_consumed/known_bad_fixture_receipt.json
b2cdc14d688e29409614a17365e3e25d2d48a52191dd54f87f2ac3f3a7c23b74,215,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/pathology_deep_supervision_missing/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/pathology_deep_supervision_missing/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/pathology_deep_supervision_missing/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/pathology_deep_supervision_missing/known_bad_fixture_receipt.json
664b99c1f05e6f495435bcb4bf8a9b709670e79e56be712b97ceb36dc8e0a299,214,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/wrapper_points_old_entry/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/wrapper_points_old_entry/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/wrapper_points_old_entry/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/wrapper_points_old_entry/known_bad_fixture_receipt.json
a6d94ad0066beae8e488f2185b061330ebb05a835f29bf2a0d9d747c0dc2bff2,213,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/count_only_hard_negative_manifest/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/count_only_hard_negative_manifest/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/count_only_hard_negative_manifest/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/count_only_hard_negative_manifest/known_bad_fixture_receipt.json
0c5e1bcf0c64f76207c18359a5ca9db102a32678ce3b41901914cd21afce7ad5,209,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/center_cycle_or_10_5_5_broken/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/center_cycle_or_10_5_5_broken/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/center_cycle_or_10_5_5_broken/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/center_cycle_or_10_5_5_broken/known_bad_fixture_receipt.json
1c4056c27f6438fabb29f6e6c6e819290535fd8c4ca9cb051edc26aedb0960c6,209,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/no_t2_edema_gradient_nonzero/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/no_t2_edema_gradient_nonzero/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/no_t2_edema_gradient_nonzero/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/no_t2_edema_gradient_nonzero/known_bad_fixture_receipt.json
fcdda01bd7813f7bbc75119b07be32970481f1ba9ac76e35be03f7596d6b40c0,209,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/scheduler_none_or_static_lr/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/scheduler_none_or_static_lr/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/scheduler_none_or_static_lr/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/scheduler_none_or_static_lr/known_bad_fixture_receipt.json
4facafd8dc15e917a139a1f97003c411bfd07040e45c2f8fbe8588e316485cfc,207,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/missing_checkpoint_field/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/missing_checkpoint_field/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/missing_checkpoint_field/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/missing_checkpoint_field/known_bad_fixture_receipt.json
f6bd112805e6f45629e69a75dc7bb50da99f6c9726d61d7b0e15725ef3e2dbab,205,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/edema_metric_mixes_no_t2/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/edema_metric_mixes_no_t2/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/edema_metric_mixes_no_t2/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/edema_metric_mixes_no_t2/known_bad_fixture_receipt.json
b5d7f63712fe19a6ba9b19a2f6b47b02bcee2f7d98ff99a1bbcb10db6e171fa3,204,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/no_t2_class4_background/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/no_t2_class4_background/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/no_t2_class4_background/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/no_t2_class4_background/known_bad_fixture_receipt.json
5160ba61437917326910a977d97bbce2f415679434fa0cbe9e9b4097914917ac,203,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/stage_A_B_complete_only/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/stage_A_B_complete_only/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/stage_A_B_complete_only/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/stage_A_B_complete_only/known_bad_fixture_receipt.json
414d4fa32a2ec64c5e586bc8ddaa3e9ced3bcad049932bced872fb33e210375c,202,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/stage_2000_4000_8000/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/stage_2000_4000_8000/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/stage_2000_4000_8000/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/stage_2000_4000_8000/known_bad_fixture_receipt.json
ecb1637a84c1f018bc21b87242767c51ee0825e3c4f62ac6c7ed77afe1246f27,197,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/outer_before_w45/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/outer_before_w45/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/outer_before_w45/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/outer_before_w45/known_bad_fixture_receipt.json
9051a820459eb63a289d62f7650cbc5894c1b1de5edeee7de7bcc80bee5a21da,195,4,results/20260803_care_ase_r2_final_pretraining_closure_v8/known_bad_fixtures/proxy_loss_targets/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_last_hotfix_v9/known_bad_fixtures/proxy_loss_targets/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/known_bad_fixtures/proxy_loss_targets/known_bad_fixture_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/known_bad_fixtures/proxy_loss_targets/known_bad_fixture_receipt.json
08da96c13c404d3c8796b5fc701751fda6affc83618ace4e3e629b4d343c07a0,781718,3,results/srr_production/code_maturity/batch1_anchor_oof_manifest.json|results/srr_production/code_maturity/batch2a_raw_oof_anchor_manifest.json|results/srr_production/inference/batch3a_raw_oof_anchor_manifest.json
6f7ac8ddc41dc42774c295fbe9c1ca7a97497981a8329d129d732ae95a451c91,40900,3,results/20260730_care_failure_forensics_deep_research_packet/fn_overlap_matrix.csv|results/20260730_care_failure_forensics_deep_research_packet/fp_overlap_matrix.csv|results/20260730_care_failure_forensics_deep_research_packet/voxel_error_overlap_matrix.csv
f5ce64f34f62b368e45ea98a0ad70d0f91c3f03d16dafdb73ffa19353baba6d5,35441,3,results/20260626_cine_temporal/frame_retrieval.csv|results/20260730_care_failure_forensics_deep_research_packet/cine_motion_quality.csv|results/20260730_care_failure_forensics_deep_research_packet/v3_cine_motion_quality.csv
bd548a36d76806731c3bfafac4f5aede0dc5148b59e8f4914eeebf2d44870688,26173,3,results/20260730_care_failure_forensics_deep_research_packet/batch0_7_casewise_results.csv|results/20260730_care_failure_forensics_deep_research_packet/v3_batch0_7_casewise_metrics.csv|results/srr_production/evaluation/casewise_metrics.csv
f012aef5b08f837a4624ad4ed0e2343680401689f708f7946a4200b64b3587a9,18807,3,results/route_B/round04/executors/B10/completion.json|results/route_B/round04/executors/B10/finalizer_state.json|results/route_B/round04/finalizer_state.json
c5b9db7da156a840e31fc7c2639653215ee615be89fe688f68d94d11f1523e24,7693,3,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r1_preflight/fold0/inner_split_manifest.json|results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r2_preflight/fold0/inner_split_manifest.json|results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/inner_split_manifest.json
b5c6e90dd7dc2d7be0bfac9f5f0e3ebb929133228df502e5b22f1fb841855a6b,4680,3,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/broad_eval/variants/m8_full_srr_context_arbitration_longrun/anchor_control_metrics_checkpoint_best.csv|results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/broad_eval/variants/m8_scar_precision_edema_safe_longrun/anchor_control_metrics_checkpoint_best.csv|results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/runtime/broad_eval/variants/m8_t2_centerC_edema_repair_longrun/anchor_control_metrics_checkpoint_best.csv
999bdf6a89d9ed0f0d1931592cca5b9344efb2c3b1201535f58cb6040f3da50c,4287,3,results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r2_preflight/fold0/sampler_quota_audit.json|results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/sampler_quota_audit.json|results/20260727_care_dg_dual_pathology_validation/runtime/gate_a_r3_preflight/fold0/sampler_quota_audit_stage_a.json
130916f5e5c688a902dfe5f45e75ec613236c85425f132a45eb234b980dcf001,2614,3,results/20260803_care_ase_r2_final_pretraining_closure_v8/checkpoint_schema_contract.json|results/20260803_care_ase_r2_last_hotfix_v9/checkpoint_schema_contract.json|results/20260804_care_ase_r2_emergency_9h_training_docker/checkpoint_schema_contract.json
84a8bb9ed77e6c311000d3fa246821f931d155e8a0a88314221a38bdee29d6fc,2261,3,results/20260803_care_ase_r2_full_fidelity_execution/semantic_loss_coverage.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/semantic_loss_coverage.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/semantic_loss_coverage.json
8afb1b0f44c0081c54bdd05441de010f1aeb2297eeeb1dd800b30b70ea503c47,2013,3,results/20260724_care_myops_batch10_deadline_rescue/controller_report.md|results/20260724_care_myops_batch10_deadline_rescue/docker_decision.md|results/20260724_care_myops_batch10_deadline_rescue/paper_decision.md
ee859c7186e3dd7f36f29b2dbcd5f3114acdc9dd03fd1bb5806fa31a861432a6,1531,3,results/20260803_care_ase_r2_full_fidelity_execution/sampler_static_contract.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/sampler_static_contract.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/sampler_static_contract.json
67c8788b0cbdc5b1a661ab9bfbf116dbc73bca11b4ecba77a7e2fd0e28ae0a1e,1426,3,docker/CARE2026_Myocardium/CineMyoPS/configs/cine_fine.yaml|third_party/MoSAIC/source/configs/cine_fine.yaml|third_party/MoSAIC/source/docker/cinemyops/configs/cine_fine.yaml
c4ffa96708021975fc7b8a5b98bb4dc452ea9b2ac89d0a5e617d8ff25eb817f7,1150,3,results/20260803_care_ase_r2_full_fidelity_execution/boundary_head_contract_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v4/boundary_head_contract_receipt.json|results/20260803_care_ase_r2_pretraining_fidelity_repair_v5/boundary_head_contract_receipt.json
6dd26194ecfc1f8794a0f7022c883893e2193e7b5ea47add49a34a373ae108eb,998,3,configs/route_B_round03/manifests/myops_sampler_strata.json|configs/route_B_round04/manifests/myops_sampler_strata.json|results/route_B/round03/executors/B0/sampler_contract.json
