pathology,threshold,accepted,rejected,signed_net_utility,positive_accepted_utility,negative_accepted_utility,harmful_accepted_candidate_count,utility_regression_min,selection_uses_accept_logit_and_signed_regression_gate,eligible,checkpoint_step
scar,0.7,95,402,25.918986452111852,46.26994187470113,-20.35095542258928,32,0.75,True,True,3500
scar,0.3,2,495,0.8450574712643678,0.8450574712643678,0.0,0,0.9,True,True,3500
scar,0.4,2,495,0.8450574712643678,0.8450574712643678,0.0,0,0.9,True,True,3500
scar,0.5,2,495,0.8450574712643678,0.8450574712643678,0.0,0,0.9,True,True,3500
scar,0.6,2,495,0.8450574712643678,0.8450574712643678,0.0,0,0.9,True,True,3500
scar,0.7,2,495,0.8450574712643678,0.8450574712643678,0.0,0,0.9,True,True,3500
scar,0.3,0,497,0.0,0.0,0.0,0,0.95,True,False,3500
scar,0.4,0,497,0.0,0.0,0.0,0,0.95,True,False,3500
scar,0.5,0,497,0.0,0.0,0.0,0,0.95,True,False,3500
scar,0.6,0,497,0.0,0.0,0.0,0,0.95,True,False,3500
scar,0.7,0,497,0.0,0.0,0.0,0,0.95,True,False,3500
scar,0.3,0,497,0.0,0.0,0.0,0,0.99,True,False,3500
scar,0.4,0,497,0.0,0.0,0.0,0,0.99,True,False,3500
scar,0.5,0,497,0.0,0.0,0.0,0,0.99,True,False,3500
scar,0.6,0,497,0.0,0.0,0.0,0,0.99,True,False,3500
scar,0.7,0,497,0.0,0.0,0.0,0,0.99,True,False,3500
edema_zone,0.3,663,107,348.6995681179831,424.5092769531478,-75.80970883516468,137,0.5,True,True,3500
edema_zone,0.4,663,107,348.6995681179831,424.5092769531478,-75.80970883516468,137,0.5,True,True,3500
edema_zone,0.5,663,107,348.6995681179831,424.5092769531478,-75.80970883516468,137,0.5,True,True,3500
edema_zone,0.6,663,107,348.6995681179831,424.5092769531478,-75.80970883516468,137,0.5,True,True,3500
edema_zone,0.7,663,107,348.6995681179831,424.5092769531478,-75.80970883516468,137,0.5,True,True,3500
edema_zone,0.3,439,331,208.72877610657417,268.22870842950374,-59.49993232292955,104,0.75,True,True,3500
edema_zone,0.4,439,331,208.72877610657417,268.22870842950374,-59.49993232292955,104,0.75,True,True,3500
edema_zone,0.5,439,331,208.72877610657417,268.22870842950374,-59.49993232292955,104,0.75,True,True,3500
edema_zone,0.6,439,331,208.72877610657417,268.22870842950374,-59.49993232292955,104,0.75,True,True,3500
edema_zone,0.7,439,331,208.72877610657417,268.22870842950374,-59.49993232292955,104,0.75,True,True,3500
edema_zone,0.3,120,650,12.086097809024222,47.253762677394334,-35.16766486837011,53,0.9,True,True,3500
edema_zone,0.4,120,650,12.086097809024222,47.253762677394334,-35.16766486837011,53,0.9,True,True,3500
edema_zone,0.5,120,650,12.086097809024222,47.253762677394334,-35.16766486837011,53,0.9,True,True,3500
edema_zone,0.6,120,650,12.086097809024222,47.253762677394334,-35.16766486837011,53,0.9,True,True,3500
edema_zone,0.7,120,650,12.086097809024222,47.253762677394334,-35.16766486837011,53,0.9,True,True,3500
edema_zone,0.3,21,749,4.570042314805294,10.137200157436148,-5.567157842630854,7,0.95,True,True,3500
edema_zone,0.4,21,749,4.570042314805294,10.137200157436148,-5.567157842630854,7,0.95,True,True,3500
edema_zone,0.5,21,749,4.570042314805294,10.137200157436148,-5.567157842630854,7,0.95,True,True,3500
edema_zone,0.6,21,749,4.570042314805294,10.137200157436148,-5.567157842630854,7,0.95,True,True,3500
edema_zone,0.7,21,749,4.570042314805294,10.137200157436148,-5.567157842630854,7,0.95,True,True,3500
edema_zone,0.3,0,770,0.0,0.0,0.0,0,0.99,True,False,3500
edema_zone,0.4,0,770,0.0,0.0,0.0,0,0.99,True,False,3500
edema_zone,0.5,0,770,0.0,0.0,0.0,0,0.99,True,False,3500
edema_zone,0.6,0,770,0.0,0.0,0.0,0,0.99,True,False,3500
edema_zone,0.7,0,770,0.0,0.0,0.0,0,0.99,True,False,3500
scar,0.3,473,76,122.16663145830529,218.99996652170756,-96.83333506340227,165,0.5,True,True,4000
scar,0.4,473,76,122.16663145830529,218.99996652170756,-96.83333506340227,165,0.5,True,True,4000
scar,0.5,471,78,122.53108928963059,218.36442435303286,-95.83333506340227,164,0.5,True,True,4000
scar,0.6,466,83,123.41204593278692,217.23067511383627,-93.81862918104935,161,0.5,True,True,4000
scar,0.7,444,105,123.60240906381598,210.6315873497506,-87.02917828593462,150,0.5,True,True,4000
scar,0.3,127,422,23.80663833612409,58.63398176174602,-34.827343425621926,48,0.75,True,True,4000
scar,0.4,127,422,23.80663833612409,58.63398176174602,-34.827343425621926,48,0.75,True,True,4000
scar,0.5,126,423,23.171096167449388,57.998439593071325,-34.827343425621926,48,0.75,True,True,4000
scar,0.6,126,423,23.171096167449388,57.998439593071325,-34.827343425621926,48,0.75,True,True,4000
scar,0.7,118,431,24.747691322105315,55.16869821376097,-30.42100689165566,43,0.75,True,True,4000
scar,0.3,4,545,2.081550925925926,2.081550925925926,0.0,0,0.9,True,True,4000
scar,0.4,4,545,2.081550925925926,2.081550925925926,0.0,0,0.9,True,True,4000
scar,0.5,4,545,2.081550925925926,2.081550925925926,0.0,0,0.9,True,True,4000
scar,0.6,4,545,2.081550925925926,2.081550925925926,0.0,0,0.9,True,True,4000
scar,0.7,4,545,2.081550925925926,2.081550925925926,0.0,0,0.9,True,True,4000
scar,0.3,0,549,0.0,0.0,0.0,0,0.95,True,False,4000
scar,0.4,0,549,0.0,0.0,0.0,0,0.95,True,False,4000
scar,0.5,0,549,0.0,0.0,0.0,0,0.95,True,False,4000
scar,0.6,0,549,0.0,0.0,0.0,0,0.95,True,False,4000
scar,0.7,0,549,0.0,0.0,0.0,0,0.95,True,False,4000
scar,0.3,0,549,0.0,0.0,0.0,0,0.99,True,False,4000
scar,0.4,0,549,0.0,0.0,0.0,0,0.99,True,False,4000
scar,0.5,0,549,0.0,0.0,0.0,0,0.99,True,False,4000
scar,0.6,0,549,0.0,0.0,0.0,0,0.99,True,False,4000
scar,0.7,0,549,0.0,0.0,0.0,0,0.99,True,False,4000
edema_zone,0.3,630,96,326.67098397520306,395.5409103675034,-68.86992639230033,134,0.5,True,True,4000
edema_zone,0.4,630,96,326.67098397520306,395.5409103675034,-68.86992639230033,134,0.5,True,True,4000
edema_zone,0.5,630,96,326.67098397520306,395.5409103675034,-68.86992639230033,134,0.5,True,True,4000
edema_zone,0.6,630,96,326.67098397520306,395.5409103675034,-68.86992639230033,134,0.5,True,True,4000
edema_zone,0.7,630,96,326.67098397520306,395.5409103675034,-68.86992639230033,134,0.5,True,True,4000
edema_zone,0.3,400,326,183.07957934708287,237.35704603404133,-54.277466686958476,100,0.75,True,True,4000
edema_zone,0.4,400,326,183.07957934708287,237.35704603404133,-54.277466686958476,100,0.75,True,True,4000
edema_zone,0.5,400,326,183.07957934708287,237.35704603404133,-54.277466686958476,100,0.75,True,True,4000
edema_zone,0.6,400,326,183.07957934708287,237.35704603404133,-54.277466686958476,100,0.75,True,True,4000
edema_zone,0.7,400,326,183.07957934708287,237.35704603404133,-54.277466686958476,100,0.75,True,True,4000
edema_zone,0.3,112,614,15.79805238504958,46.948710060675594,-31.15065767562601,49,0.9,True,True,4000
edema_zone,0.4,112,614,15.79805238504958,46.948710060675594,-31.15065767562601,49,0.9,True,True,4000
edema_zone,0.5,112,614,15.79805238504958,46.948710060675594,-31.15065767562601,49,0.9,True,True,4000
edema_zone,0.6,112,614,15.79805238504958,46.948710060675594,-31.15065767562601,49,0.9,True,True,4000
edema_zone,0.7,112,614,15.79805238504958,46.948710060675594,-31.15065767562601,49,0.9,True,True,4000
edema_zone,0.3,19,707,3.653565095111598,9.177616038614321,-5.524050943502725,7,0.95,True,True,4000
edema_zone,0.4,19,707,3.653565095111598,9.177616038614321,-5.524050943502725,7,0.95,True,True,4000
edema_zone,0.5,19,707,3.653565095111598,9.177616038614321,-5.524050943502725,7,0.95,True,True,4000
edema_zone,0.6,19,707,3.653565095111598,9.177616038614321,-5.524050943502725,7,0.95,True,True,4000
edema_zone,0.7,19,707,3.653565095111598,9.177616038614321,-5.524050943502725,7,0.95,True,True,4000
edema_zone,0.3,0,726,0.0,0.0,0.0,0,0.99,True,False,4000
edema_zone,0.4,0,726,0.0,0.0,0.0,0,0.99,True,False,4000
edema_zone,0.5,0,726,0.0,0.0,0.0,0,0.99,True,False,4000
edema_zone,0.6,0,726,0.0,0.0,0.0,0,0.99,True,False,4000
edema_zone,0.7,0,726,0.0,0.0,0.0,0,0.99,True,False,4000
