feature_source,task_id,probe_model,train_rows,eval_rows,train_cases,eval_cases,status,AUROC,AUPRC,balanced_accuracy,sensitivity,specificity,ECE
NNUNET_ENCODER_L1,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,0.4375,0.1,0.46875,0.0,0.9375,0.24591598510737572
NNUNET_ENCODER_L1,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,0.8125,0.25,0.46875,0.0,0.9375,0.0016928797259050249
NNUNET_ENCODER_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.9140625,0.9401736111111111,0.8125,0.625,1.0,0.134632845300437
NNUNET_ENCODER_L1,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.8984375,0.9269290996313055,0.84375,0.6875,1.0,0.0798736416351345
NNUNET_ENCODER_L1,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.9375,0.957427536231884,0.84375,0.6875,1.0,0.13323462009429932
NNUNET_ENCODER_L2,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.84765625,0.9100160010240655,0.84375,0.6875,1.0,0.1438738263381414
NNUNET_ENCODER_L2,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.83984375,0.9038621548702194,0.84375,0.6875,1.0,0.10931454075788516
NNUNET_ENCODER_L2,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.86328125,0.9188592350846909,0.84375,0.6875,1.0,0.16216129064559937
NNUNET_ENCODER_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,31,32,16,16,PASS,0.9765625,0.9812127976190477,0.90625,0.8125,1.0,0.12205175642012528
NNUNET_ENCODER_L2,P2_nnunet_scar_FN_vs_true_negative,linear_svm,31,32,16,16,PASS,0.9453125,0.9572849025974026,0.90625,0.8125,1.0,0.10105497964621235
NNUNET_ENCODER_L2,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,31,32,16,16,PASS,0.9609375,0.9705615942028986,0.9375,0.875,1.0,0.06701165437698364
NNUNET_ENCODER_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,32,30,16,16,PASS,0.9821428571428572,0.9822929171668666,0.8928571428571428,0.7857142857142857,1.0,0.09297838061683872
NNUNET_ENCODER_L2,P3_nnunet_scar_FP_vs_true_negative,linear_svm,32,30,16,16,PASS,0.9598214285714286,0.9689239332096473,0.8928571428571428,0.7857142857142857,1.0,0.06229755554035682
NNUNET_ENCODER_L2,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,32,30,16,16,PASS,0.9910714285714286,0.9901360544217686,0.9285714285714286,0.8571428571428571,1.0,0.07901254097620647
NNUNET_ENCODER_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P5_nnunet_pure_edema_FN,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P5_nnunet_pure_edema_FN,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P5_nnunet_pure_edema_FN,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,1.0,1.0,0.5,0.0,1.0,0.03613708046409446
NNUNET_ENCODER_L2,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,1.0,1.0,1.0,1.0,1.0,0.236910131930615
NNUNET_ENCODER_L2,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,1.0,1.0,1.0,1.0,1.0,0.0056437218890470625
NNUNET_ENCODER_L2,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.84765625,0.9100160010240655,0.84375,0.6875,1.0,0.1438738263381414
NNUNET_ENCODER_L2,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.83984375,0.9038621548702194,0.84375,0.6875,1.0,0.10931454075788516
NNUNET_ENCODER_L2,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.86328125,0.9188592350846909,0.84375,0.6875,1.0,0.16216129064559937
NNUNET_ENCODER_L3,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.87109375,0.9163737842617152,0.875,0.75,1.0,0.11747941717927446
NNUNET_ENCODER_L3,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.87890625,0.9174910873440285,0.84375,0.6875,1.0,0.06757088114292842
NNUNET_ENCODER_L3,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.86328125,0.9035854883341297,0.78125,0.625,0.9375,0.14177924394607544
NNUNET_ENCODER_L3,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,28,27,16,16,PASS,0.9375,0.9545454545454546,0.9090909090909092,0.8181818181818182,1.0,0.08528250250228758
NNUNET_ENCODER_L3,P2_nnunet_scar_FN_vs_true_negative,linear_svm,28,27,16,16,PASS,0.9431818181818181,0.9567099567099568,0.9545454545454546,0.9090909090909091,1.0,0.016204852364821942
NNUNET_ENCODER_L3,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,28,27,16,16,PASS,0.9431818181818181,0.9567099567099568,0.9545454545454546,0.9090909090909091,1.0,0.036928002481107336
NNUNET_ENCODER_L3,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,28,30,16,16,PASS,0.8660714285714286,0.8968489843489842,0.7142857142857143,0.42857142857142855,1.0,0.22436191805789862
NNUNET_ENCODER_L3,P3_nnunet_scar_FP_vs_true_negative,linear_svm,28,30,16,16,PASS,0.8928571428571428,0.9150769003253474,0.7142857142857143,0.42857142857142855,1.0,0.06092071782402492
NNUNET_ENCODER_L3,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,28,30,16,16,PASS,0.8794642857142857,0.90017316017316,0.7857142857142857,0.5714285714285714,1.0,0.1717697064081828
NNUNET_ENCODER_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P5_nnunet_pure_edema_FN,logistic_regression,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P5_nnunet_pure_edema_FN,linear_svm,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P5_nnunet_pure_edema_FN,1x1_convolution,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L3,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,1.0,1.0,1.0,1.0,1.0,0.012531914806153732
NNUNET_ENCODER_L3,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,1.0,1.0,0.9375,1.0,0.875,0.2925518644883269
NNUNET_ENCODER_L3,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,1.0,1.0,0.9375,1.0,0.875,0.11641415603020612
NNUNET_ENCODER_L3,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.87109375,0.9163737842617152,0.875,0.75,1.0,0.11747941717927446
NNUNET_ENCODER_L3,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.87890625,0.9174910873440285,0.84375,0.6875,1.0,0.06757088114292842
NNUNET_ENCODER_L3,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.86328125,0.9035854883341297,0.78125,0.625,0.9375,0.14177924394607544
NNUNET_ENCODER_L4,P1_scar_vs_normal_myocardium,logistic_regression,30,31,16,16,PASS,0.7666666666666666,0.7823297033426344,0.5916666666666667,0.25,0.9333333333333333,0.2843164617688206
NNUNET_ENCODER_L4,P1_scar_vs_normal_myocardium,linear_svm,30,31,16,16,PASS,0.8,0.8152445178775148,0.6229166666666667,0.3125,0.9333333333333333,0.13751063633073474
NNUNET_ENCODER_L4,P1_scar_vs_normal_myocardium,1x1_convolution,30,31,16,16,PASS,0.7625,0.7747866899182688,0.5583333333333333,0.25,0.8666666666666667,0.31353671896842217
NNUNET_ENCODER_L4,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,23,24,16,16,PASS,0.9111111111111111,0.9106753812636165,0.6111111111111112,0.2222222222222222,1.0,0.2545306690529274
NNUNET_ENCODER_L4,P2_nnunet_scar_FN_vs_true_negative,linear_svm,23,24,16,16,PASS,0.9111111111111111,0.9265432098765433,0.7777777777777778,0.5555555555555556,1.0,0.0019176709011525794
NNUNET_ENCODER_L4,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,23,24,16,16,PASS,0.9111111111111111,0.9106753812636165,0.7222222222222222,0.4444444444444444,1.0,0.20144422352313995
NNUNET_ENCODER_L4,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,20,23,16,15,PASS,0.9500000000000001,0.928409090909091,0.5,0.0,1.0,0.30304990025242856
NNUNET_ENCODER_L4,P3_nnunet_scar_FP_vs_true_negative,linear_svm,20,23,16,15,PASS,0.875,0.8638830532212884,0.8125,0.625,1.0,0.0056748845214277255
NNUNET_ENCODER_L4,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,20,23,16,15,PASS,0.875,0.876131221719457,0.8416666666666667,0.75,0.9333333333333333,0.08184241600658582
NNUNET_ENCODER_L4,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P4_pure_edema_vs_normal_myocardium,linear_svm,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P5_nnunet_pure_edema_FN,logistic_regression,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P5_nnunet_pure_edema_FN,linear_svm,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P5_nnunet_pure_edema_FN,1x1_convolution,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P6_nnunet_pure_edema_FP,logistic_regression,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P6_nnunet_pure_edema_FP,linear_svm,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P6_nnunet_pure_edema_FP,1x1_convolution,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L4,P7_small_scar_vs_normal_myocardium,logistic_regression,19,16,16,15,PASS,0.6666666666666667,0.16666666666666666,0.5,0.0,1.0,0.05821626657100172
NNUNET_ENCODER_L4,P7_small_scar_vs_normal_myocardium,linear_svm,19,16,16,15,PASS,0.9333333333333333,0.5,0.5,0.0,1.0,0.1703720198437746
NNUNET_ENCODER_L4,P7_small_scar_vs_normal_myocardium,1x1_convolution,19,16,16,15,PASS,0.5333333333333333,0.125,0.5,0.0,1.0,0.06178298918530345
NNUNET_ENCODER_L4,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,30,31,16,16,PASS,0.7666666666666666,0.7823297033426344,0.5916666666666667,0.25,0.9333333333333333,0.2843164617688206
NNUNET_ENCODER_L4,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,30,31,16,16,PASS,0.8,0.8152445178775148,0.6229166666666667,0.3125,0.9333333333333333,0.13751063633073474
NNUNET_ENCODER_L4,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,30,31,16,16,PASS,0.7625,0.7747866899182688,0.5583333333333333,0.25,0.8666666666666667,0.31353671896842217
NNUNET_ENCODER_L5,P1_scar_vs_normal_myocardium,logistic_regression,19,23,15,15,PASS,0.9015151515151515,0.9059523809523811,0.6856060606060606,0.45454545454545453,0.9166666666666666,0.18408128405127305
NNUNET_ENCODER_L5,P1_scar_vs_normal_myocardium,linear_svm,19,23,15,15,PASS,0.8560606060606061,0.875937950937951,0.7765151515151515,0.6363636363636364,0.9166666666666666,0.005266447779369132
NNUNET_ENCODER_L5,P1_scar_vs_normal_myocardium,1x1_convolution,19,23,15,15,PASS,0.8787878787878788,0.8897628819877625,0.7765151515151515,0.6363636363636364,0.9166666666666666,0.07722225266954175
NNUNET_ENCODER_L5,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,15,15,13,13,PASS,0.7222222222222222,0.6388888888888888,0.5,0.0,1.0,0.16343175820973055
NNUNET_ENCODER_L5,P2_nnunet_scar_FN_vs_true_negative,linear_svm,15,15,13,13,PASS,0.7222222222222222,0.7435897435897436,0.7083333333333333,0.6666666666666666,0.75,0.19297859027767428
NNUNET_ENCODER_L5,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,15,15,13,13,PASS,0.6944444444444444,0.7380952380952381,0.7083333333333333,0.6666666666666666,0.75,0.1454478085041046
NNUNET_ENCODER_L5,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,15,15,14,12,PASS,0.861111111111111,0.7916666666666666,0.6666666666666666,0.3333333333333333,1.0,0.10537167471497204
NNUNET_ENCODER_L5,P3_nnunet_scar_FP_vs_true_negative,linear_svm,15,15,14,12,PASS,0.8333333333333333,0.6805555555555556,0.7083333333333333,0.6666666666666666,0.75,0.24934630732175922
NNUNET_ENCODER_L5,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,15,15,14,12,PASS,0.888888888888889,0.8095238095238095,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1939060866832733
NNUNET_ENCODER_L5,P4_pure_edema_vs_normal_myocardium,logistic_regression,13,14,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P4_pure_edema_vs_normal_myocardium,linear_svm,13,14,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P4_pure_edema_vs_normal_myocardium,1x1_convolution,13,14,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P5_nnunet_pure_edema_FN,logistic_regression,13,13,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P5_nnunet_pure_edema_FN,linear_svm,13,13,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P5_nnunet_pure_edema_FN,1x1_convolution,13,13,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P6_nnunet_pure_edema_FP,logistic_regression,13,12,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P6_nnunet_pure_edema_FP,linear_svm,13,12,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P6_nnunet_pure_edema_FP,1x1_convolution,13,12,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P7_small_scar_vs_normal_myocardium,logistic_regression,13,13,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P7_small_scar_vs_normal_myocardium,linear_svm,13,13,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P7_small_scar_vs_normal_myocardium,1x1_convolution,13,13,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L5,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,19,23,15,15,PASS,0.9015151515151515,0.9059523809523811,0.6856060606060606,0.45454545454545453,0.9166666666666666,0.18408128405127305
NNUNET_ENCODER_L5,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,19,23,15,15,PASS,0.8560606060606061,0.875937950937951,0.7765151515151515,0.6363636363636364,0.9166666666666666,0.005266447779369132
NNUNET_ENCODER_L5,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,19,23,15,15,PASS,0.8787878787878788,0.8897628819877625,0.7765151515151515,0.6363636363636364,0.9166666666666666,0.07722225266954175
NNUNET_ENCODER_L6,P1_scar_vs_normal_myocardium,logistic_regression,7,4,7,4,PASS,0.75,0.8333333333333333,0.75,1.0,0.5,0.24327227300630494
NNUNET_ENCODER_L6,P1_scar_vs_normal_myocardium,linear_svm,7,4,7,4,PASS,0.75,0.8333333333333333,0.5,1.0,0.0,0.2913591996433762
NNUNET_ENCODER_L6,P1_scar_vs_normal_myocardium,1x1_convolution,7,4,7,4,PASS,0.5,0.5,0.5,1.0,0.0,0.5
NNUNET_ENCODER_L6,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,5,3,5,3,PASS,0.5,0.5,0.25,0.0,0.5,0.08862131468934653
NNUNET_ENCODER_L6,P2_nnunet_scar_FN_vs_true_negative,linear_svm,5,3,5,3,PASS,0.5,0.5,0.75,1.0,0.5,0.25985414627291387
NNUNET_ENCODER_L6,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,5,3,5,3,PASS,0.75,0.5,0.75,1.0,0.5,0.3333333532015483
NNUNET_ENCODER_L6,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,5,2,5,2,INSUFFICIENT_EVAL_CLASSES,,,,,,
NNUNET_ENCODER_L6,P3_nnunet_scar_FP_vs_true_negative,linear_svm,5,2,5,2,INSUFFICIENT_EVAL_CLASSES,,,,,,
NNUNET_ENCODER_L6,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,5,2,5,2,INSUFFICIENT_EVAL_CLASSES,,,,,,
NNUNET_ENCODER_L6,P4_pure_edema_vs_normal_myocardium,logistic_regression,4,4,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P4_pure_edema_vs_normal_myocardium,linear_svm,4,4,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P4_pure_edema_vs_normal_myocardium,1x1_convolution,4,4,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P5_nnunet_pure_edema_FN,logistic_regression,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P5_nnunet_pure_edema_FN,linear_svm,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P5_nnunet_pure_edema_FN,1x1_convolution,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P6_nnunet_pure_edema_FP,logistic_regression,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P6_nnunet_pure_edema_FP,linear_svm,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P6_nnunet_pure_edema_FP,1x1_convolution,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P7_small_scar_vs_normal_myocardium,logistic_regression,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P7_small_scar_vs_normal_myocardium,linear_svm,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P7_small_scar_vs_normal_myocardium,1x1_convolution,4,2,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L6,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,7,4,7,4,PASS,0.75,0.8333333333333333,0.75,1.0,0.5,0.24327227300630494
NNUNET_ENCODER_L6,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,7,4,7,4,PASS,0.75,0.8333333333333333,0.5,1.0,0.0,0.2913591996433762
NNUNET_ENCODER_L6,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,7,4,7,4,PASS,0.5,0.5,0.5,1.0,0.0,0.5
PRISM_EDEMA_REFINER,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,0.0
PRISM_EDEMA_REFINER,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,1.9772408651475004e-06
PRISM_EDEMA_REFINER,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.5,0.5,0.5,0.0,1.0,1.1920928955078125e-07
PRISM_EDEMA_REFINER,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,0.0
PRISM_EDEMA_REFINER,P2_nnunet_scar_FN_vs_true_negative,linear_svm,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,1.9772408651475004e-06
PRISM_EDEMA_REFINER,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.5,0.5,0.5,0.0,1.0,1.1920928955078125e-07
PRISM_EDEMA_REFINER,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,0.0
PRISM_EDEMA_REFINER,P3_nnunet_scar_FP_vs_true_negative,linear_svm,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,1.9772408651475004e-06
PRISM_EDEMA_REFINER,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.5,0.5,0.5,0.0,1.0,1.1920928955078125e-07
PRISM_EDEMA_REFINER,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P5_nnunet_pure_edema_FN,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P5_nnunet_pure_edema_FN,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P5_nnunet_pure_edema_FN,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_REFINER,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,0.5,0.058823529411764705,0.5,1.0,0.0,0.4411764705882353
PRISM_EDEMA_REFINER,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,0.5,0.058823529411764705,0.5,0.0,1.0,0.4411747613402781
PRISM_EDEMA_REFINER,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,0.5,0.058823529411764705,0.5,1.0,0.0,0.44117653019288006
PRISM_EDEMA_REFINER,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,0.0
PRISM_EDEMA_REFINER,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.5,0.5,0.5,1.0,0.0,1.9772408651475004e-06
PRISM_EDEMA_REFINER,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.5,0.5,0.5,0.0,1.0,1.1920928955078125e-07
PRISM_EDEMA_ROUTED_L0,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.98046875,0.9815359477124184,0.875,0.75,1.0,0.13336454407219483
PRISM_EDEMA_ROUTED_L0,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.97265625,0.9759803921568628,0.875,0.75,1.0,0.11750560964092288
PRISM_EDEMA_ROUTED_L0,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.94921875,0.9426238181752886,0.84375,0.75,0.9375,0.12196701765060425
PRISM_EDEMA_ROUTED_L0,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.9609375,0.9657111528822055,0.84375,0.6875,1.0,0.16611612840607592
PRISM_EDEMA_ROUTED_L0,P2_nnunet_scar_FN_vs_true_negative,linear_svm,32,32,16,16,PASS,0.953125,0.9619306418219462,0.84375,0.6875,1.0,0.1369866386918962
PRISM_EDEMA_ROUTED_L0,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.953125,0.9608630952380952,0.84375,0.6875,1.0,0.16140758991241455
PRISM_EDEMA_ROUTED_L0,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,32,32,16,16,PASS,1.0,1.0,0.84375,0.6875,1.0,0.1509370471000101
PRISM_EDEMA_ROUTED_L0,P3_nnunet_scar_FP_vs_true_negative,linear_svm,32,32,16,16,PASS,0.99609375,0.9963235294117647,0.78125,0.5625,1.0,0.11341778956854592
PRISM_EDEMA_ROUTED_L0,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,32,32,16,16,PASS,1.0,1.0,0.8125,0.625,1.0,0.14533787965774536
PRISM_EDEMA_ROUTED_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_ROUTED_L0,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_ROUTED_L0,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_ROUTED_L0,P5_nnunet_pure_edema_FN,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
PRISM_EDEMA_ROUTED_L0,P5_nnunet_pure_edema_FN,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
