case_id,split,artifact,path,exists,sha256,prior_source,teacher_source_fold
Case1054,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1054.nii.gz,True,b341fbc5fb90932a8a1f5b9feabaae12d385cec7d402d8a7ecc000ba7243ff7a,nnunet_oof5_validation_teacher,1
Case1054,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1054.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,1
Case1055,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1055.nii.gz,True,17eb74162a1c6345159eb470be93aba5a072883ddac8f8f2b7db54503b54a690,nnunet_oof5_validation_teacher,2
Case1055,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1055.npz,True,e944fe5355622349d11fe16e46a005f8d80b768cf7cb2fed016c7cbede4af599,nnunet_oof5_validation_teacher,2
Case1056,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1056.nii.gz,True,cea387c40fe3e6f2f3b289feaff3804fd522e7e455753d515df29c33c62f5bdc,nnunet_oof5_validation_teacher,1
Case1056,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1056.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,1
Case1057,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1057.nii.gz,True,cff62fb10ddb87a117e878be5ca7e5087cb96e03e124c8d41d7f91afdda95206,nnunet_oof5_validation_teacher,2
Case1057,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1057.npz,True,4dd67716301c8acd5b8a6ad91b8112cd6a52145c2b58800c741d6fe49511feac,nnunet_oof5_validation_teacher,2
Case1058,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1058.nii.gz,True,637e5eccae7fd0b053afa91df0387eb119a92b2eacf2b863ae0c084f1549c11b,nnunet_oof5_validation_teacher,1
Case1058,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1058.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,1
Case1059,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1059.nii.gz,True,db5b709a868bf7834525aeecbb01906c75f02870aad63180c684ec231b20daa0,nnunet_oof5_validation_teacher,2
Case1059,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1059.npz,True,d27329557faaa4da02e3cc191fa105075bf7531c7aadcf86aa24efaa0281b8b1,nnunet_oof5_validation_teacher,2
Case1060,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1060.nii.gz,True,bd628db58e1a7c0c633315cc11542f8b30793b2d01fc8873ef91baf8d205e025,nnunet_oof5_validation_teacher,4
Case1060,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1060.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,4
Case1061,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1061.nii.gz,True,876940a844b4f1215c50fd0d3fda02f045a3a0331b04657d817dad9e40d2cde4,nnunet_oof5_validation_teacher,3
Case1061,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1061.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,3
Case1063,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1063.nii.gz,True,b1f3317af86f3ca2ce69f4b8c64fa22bd05e40cfc1e44313495540c1b82fa340,nnunet_oof5_validation_teacher,1
Case1063,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1063.npz,True,3608ecccbb7e55db9b7d92162d66b8e37b8d0eb876c4fca3285aafde6d15727a,nnunet_oof5_validation_teacher,1
Case1064,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1064.nii.gz,True,6cb9ee0e32716c1a04d114a2b7a302ff60b2a2a54a3ef48c97e51f9e38533849,nnunet_oof5_validation_teacher,4
Case1064,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1064.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,4
Case1065,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1065.nii.gz,True,fb75f530ffa4082fbec920c47b15bfbb7945eb3dee56058fbc06098ef06480c8,nnunet_oof5_validation_teacher,3
Case1065,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1065.npz,True,ea87f2085adc4657477606b8cc2c41e3d88e05fe6fa47ce26bfd4aa407734199,nnunet_oof5_validation_teacher,3
Case1066,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1066.nii.gz,True,79f9c815a73038a17a126d6dc0c8d59478281f6dfb0f2f7f035585ec7c11f399,nnunet_oof5_validation_teacher,3
Case1066,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1066.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,3
Case1067,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1067.nii.gz,True,b2ff203fa217d7be221fa60dbb5ccc8de5fa00765003dc38bb450733ba35d114,nnunet_oof5_validation_teacher,4
Case1067,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1067.npz,True,ede9a60ad5da3cbdedc3cbedfc2c69254065719e2e286cdfa6a7b23c3c39f847,nnunet_oof5_validation_teacher,4
Case1068,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1068.nii.gz,True,fa0a874fdb7000f0c38c89e23b2e65239b9cda657c61dffb8a94993bbb3a2b5e,nnunet_oof5_validation_teacher,2
Case1068,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case1068.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,2
Case1069,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1069.nii.gz,True,a624f0338df6ad12849da73d987905b77a868f42238626591ce6553c3b0d8fbf,nnunet_oof5_validation_teacher,1
Case1069,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1069.npz,True,7ca1ddae034910b610219143eefb122d9ddcabaaa892df43a857403282cf34d4,nnunet_oof5_validation_teacher,1
Case1071,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1071.nii.gz,True,92bc0f15fb5ffc7ac39dcab3bcc1aec7ed04f18a12636b349cf9f75922d99072,nnunet_oof5_validation_teacher,3
Case1071,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1071.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,3
Case1072,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1072.nii.gz,True,409a9a4f108426d783f69bbca858fac67fb4620773d4f733c4cd0c9cc7bb95f3,nnunet_oof5_validation_teacher,1
Case1072,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1072.npz,True,50b9d2702807ccdd6febaf9ee4e6dc23c01572e931bd30c8c88e71204d1dd235,nnunet_oof5_validation_teacher,1
Case1074,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1074.nii.gz,True,2c8a38c4334da0fbf03137103714f34ac75b36fd5b447ae5be366af13ae2b54f,nnunet_oof5_validation_teacher,1
Case1074,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1074.npz,True,66a5ba55dfc6827d4328a0c723f1149f42d02c62207a6e3076214a5aae43cd27,nnunet_oof5_validation_teacher,1
Case1075,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1075.nii.gz,True,30607f6986973b6f9d5ddf1f2129d96f5b290c1ea9120d1dc547d2b0ff1a5d19,nnunet_oof5_validation_teacher,4
Case1075,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1075.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,4
Case1076,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1076.nii.gz,True,3b004e2e2f7ced7ad6ea93c09fd71de83a2b8cb8f535a576d0c5c4bd47ddc9a7,nnunet_oof5_validation_teacher,4
Case1076,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1076.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,4
Case1077,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1077.nii.gz,True,3f621b8193e0a8e29f5572394c02fccd806eaf59d5328a31d7779a9f2a04b95d,nnunet_oof5_validation_teacher,1
Case1077,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case1077.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,1
Case1078,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1078.nii.gz,True,95df3eda39f7d63b390d838e26b50405e8ea9dd1fea79d9f00c003739a10f10e,nnunet_oof5_validation_teacher,3
Case1078,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1078.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,3
Case1079,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1079.nii.gz,True,f3b174cd13d5ce75f97f7a23eab12110c9081fca4b676498b035657234b0ad14,nnunet_oof5_validation_teacher,4
Case1079,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case1079.npz,True,SKIPPED_LARGE_FILE_HASH_USE_SOURCE_MANIFEST,nnunet_oof5_validation_teacher,4
Case1081,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1081.nii.gz,True,da3cf99c59d449b8e6410d336d1df3342b2e67440634ea6be332e7c8ab3b7415,nnunet_oof5_validation_teacher,3
Case1081,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case1081.npz,True,366d105632cd198305ce48297e446e7fb331688d4bcd7fb29d3ef69f3998c856,nnunet_oof5_validation_teacher,3
Case2001,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2001.nii.gz,True,39353e0fa22d6564a2068e9a704199fcb4e9ab85226527d0d42d3f2716047af1,nnunet_oof5_validation_teacher,1
Case2001,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2001.npz,True,6de5ac53d7bcc15f9bdda411d87a5deed21d61ebff383edb46ce3171297815e1,nnunet_oof5_validation_teacher,1
Case2003,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2003.nii.gz,True,1f119a9519f54905a940d95883c7ffa95178af08c155d378b3269ccd1614f105,nnunet_oof5_validation_teacher,4
Case2003,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2003.npz,True,374e062d706e770db235b03be8064325c4a1f2b6f8cdfbeea4ba5fa2a6e30a36,nnunet_oof5_validation_teacher,4
Case2004,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2004.nii.gz,True,3980b7c36fe982a73204d22661b598f91b5f19232f1966b8f2dbd2f68eada776,nnunet_oof5_validation_teacher,3
Case2004,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2004.npz,True,68614ad34eff2e25b618b7b303a6f29288078cc2e61e231a1792c7144197cadd,nnunet_oof5_validation_teacher,3
Case2005,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2005.nii.gz,True,bbccea3b6abe564bd21db5f645158d226889889b1cf795350e284d19d44fb4d5,nnunet_oof5_validation_teacher,3
Case2005,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2005.npz,True,daca23960ecb6f71310852375c345308a7b6b693716c627bf5b32cf3382402dd,nnunet_oof5_validation_teacher,3
Case2006,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2006.nii.gz,True,7403bd8551a82c636bf5065c0cf2e1b146d824ce220364bf8af7ce2c24843929,nnunet_oof5_validation_teacher,2
Case2006,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2006.npz,True,f7755061f212ea925af9b8c0bd4b4f4257c08c94b9238c3b04a579029f6d2cdc,nnunet_oof5_validation_teacher,2
Case2009,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2009.nii.gz,True,909013dbd2a9b08bc860a9917cf7f85fdc555ee27e53d7d5bc84b91844f6b281,nnunet_oof5_validation_teacher,2
Case2009,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2009.npz,True,2094a6a0888ea454ea3a1fb609ffb790f50cb7215caf42e8d4449f240e420871,nnunet_oof5_validation_teacher,2
Case2010,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2010.nii.gz,True,0facf3d427d6447821d8e8a13363294cd53f4997c607b1c7c915a92b9da45d46,nnunet_oof5_validation_teacher,1
Case2010,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2010.npz,True,8b754f8759336196f32d46994a55140ac82861ca50701353b1d0b328dbbea29d,nnunet_oof5_validation_teacher,1
Case2011,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2011.nii.gz,True,4f632db87adef60f591b9feb0060c58f842fe014000e645d03529e4d3e821385,nnunet_oof5_validation_teacher,4
Case2011,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2011.npz,True,67412211ad955af09b03a0180a4f871c6e3bf11f60dff9b32bddf895047e5eaa,nnunet_oof5_validation_teacher,4
Case2012,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2012.nii.gz,True,62a07628a7b97dd45302ffc1e5506db1bfd56345b2e7f7a08d5919d901a5b4dc,nnunet_oof5_validation_teacher,3
Case2012,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2012.npz,True,dd6122a505bcc1fbc1dcca6307da10f5764263cf4ab9e0ed3c677c4f339bc866,nnunet_oof5_validation_teacher,3
Case2013,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2013.nii.gz,True,12666dbb32839b031c1a58f79091574327b00412e90c51a9e746ec1f7f53bcd1,nnunet_oof5_validation_teacher,4
Case2013,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2013.npz,True,fce09f87f48ae4b842453f6f498f968b1a25cb40623a4a6c844de119165d4a4d,nnunet_oof5_validation_teacher,4
Case2014,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2014.nii.gz,True,dd3159a3d14053424c3c2e2b74aa9296ab3e9a10fd5ea69bcdcc0ec894471149,nnunet_oof5_validation_teacher,2
Case2014,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2014.npz,True,13b4f0a877596fc3a9d759ca4a679d9a316733b2005ae20d393f60ae247579ff,nnunet_oof5_validation_teacher,2
Case2015,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2015.nii.gz,True,7bd0cbfc1e4676ebe64c2635f4df334d2bb6fcb3895a9bdc960b305b5a05ec2f,nnunet_oof5_validation_teacher,4
Case2015,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/validation/Case2015.npz,True,2dd22f8c6bee5a5d3f69a7c1a2466d7369a1f2ee5beb18db8fb3c5e10f6f42d8,nnunet_oof5_validation_teacher,4
Case2016,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2016.nii.gz,True,7342f83617033382c4b67633d424a40f8cca95f320f1d1ec0fd33c0316fd0ff2,nnunet_oof5_validation_teacher,1
Case2016,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/validation/Case2016.npz,True,7ed931cef3758081b55fc959003316cada3a9586ce54e0037e707d9c384dcf5b,nnunet_oof5_validation_teacher,1
Case2018,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2018.nii.gz,True,7f9e5002a496a650ec2cef3a1020a3685f87e3fa8e6b41d5efb413aa1c6ac1b6,nnunet_oof5_validation_teacher,3
Case2018,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2018.npz,True,b6a600f7ea79cfcc7a4166d18869c70b8224834116a33f0f2fa30d32d2748f18,nnunet_oof5_validation_teacher,3
Case2019,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2019.nii.gz,True,69bb593c6b8de87ddc27b286dd85fa83f399e34e5d46910b0663531ee02b596a,nnunet_oof5_validation_teacher,2
Case2019,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/validation/Case2019.npz,True,eeb49511107c83dafbd019f271cc3e0a2e22b063fe2944b087b051e38794a370,nnunet_oof5_validation_teacher,2
Case2021,train,teacher_mask_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2021.nii.gz,True,fdda4fc83a4c156c0aea12c0f9f3566cc9bd01b824e4e7cb39da730667012df8,nnunet_oof5_validation_teacher,3
Case2021,train,teacher_softmax_path,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/validation/Case2021.npz,True,8b4110f09410766d2a632b1fbf039d923181e56b668a317bbc7b2214a9ee9147,nnunet_oof5_validation_teacher,3
