case_id,shape_dhw,spacing_zyx,any_gt_voxels,myocardium_voxels,edema_zone_voxels,pure_edema_voxels,scar_voxels,gt_bbox_zyx_min,gt_bbox_zyx_max,label_path,label_sha256
Case2002,"[6, 251, 264]","[10.0, 1.328125, 1.328125]",12429,1681,4014,3016,998,"[2, 103, 75]","[5, 172, 149]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2002.nii.gz,58f288f0b6b7f6fcb04c8c7d9b83ea9b8d0494e8ca83cbdecc83897fabae443b
Case2005,"[5, 263, 260]","[10.0, 1.34375, 1.34375]",16547,2790,3712,2521,1191,"[0, 112, 72]","[4, 189, 142]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2005.nii.gz,216e3b0cfcd29a14e243d00093a043f3bf2176e26dbca9dcb38b4b99f387ed7c
Case2006,"[6, 255, 260]","[10.0, 1.3359375, 1.3359375]",14242,2074,4653,3471,1182,"[0, 113, 64]","[5, 176, 131]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2006.nii.gz,de57438dbd7bd19991b50ad031928961d4dc830b2e552027f1fccea6cb75737a
Case2007,"[6, 166, 160]","[10.0, 1.7708333730697632, 1.7708333730697632]",7442,900,2765,1462,1303,"[0, 61, 29]","[5, 108, 76]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2007.nii.gz,06c6be3d99f8f78e3553afb1df8eee0fd8c270486ace09f249be92df58a9d037
Case2008,"[5, 257, 225]","[10.0, 1.328125, 1.328125]",13253,1565,4619,3603,1016,"[0, 115, 52]","[4, 182, 116]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2008.nii.gz,d7b1f30eb38eb83091faa4f583f331e2a28ef68fa4853194cc91c74d0d472cce
Case2009,"[4, 260, 261]","[10.0, 1.328125, 1.328125]",12709,1093,2942,1955,987,"[0, 109, 67]","[3, 180, 135]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2009.nii.gz,9a2ed7dfc5e6329518945ddd0b168116270f1637e88a4500e2b4efe8796583a3
Case2011,"[6, 254, 256]","[10.0, 1.7708333730697632, 1.7708333730697632]",15482,2442,3885,2616,1269,"[0, 105, 67]","[5, 169, 133]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2011.nii.gz,906273f2624420e7a91303d8b7f54719a429b1b724fc22f0c5998f0a7f9d085a
Case2012,"[1, 257, 255]","[1.0, 1.7708333730697632, 1.7708333730697632]",1385,444,509,249,260,"[0, 103, 107]","[0, 140, 155]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2012.nii.gz,366699e04b8d85e59de1c84b7fa0e85d7d2d7f3242fcb3ea0099f769c265c4e3
Case2013,"[6, 261, 258]","[10.0, 1.7708333730697632, 1.7708333730697632]",23413,7107,2333,639,1694,"[0, 112, 45]","[5, 190, 124]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2013.nii.gz,d231c0c179c51b6bb0ce8cc9264dfc5474bdcd70a4e16cdb41b4e74bc218d5cc
Case2014,"[5, 261, 257]","[10.0, 1.44921875, 1.44921875]",16221,2956,2875,1890,985,"[0, 107, 54]","[4, 186, 130]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2014.nii.gz,3d31378d1da18457cbbecb9c4d12f26a0a3ad3d37ec51a9fa62a805cfcfc7c88
Case2015,"[5, 257, 259]","[10.0, 1.47265625, 1.47265625]",14027,2689,3975,2266,1709,"[0, 108, 55]","[4, 176, 120]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2015.nii.gz,cf25c2579a1011c805845d5d7e2effb19cc364e5ae3e173b2b366969a01f2869
Case2016,"[5, 261, 254]","[10.0, 1.7708333730697632, 1.7708333730697632]",14249,2327,2807,1621,1186,"[0, 120, 66]","[4, 189, 136]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2016.nii.gz,631fd60aab09168b5da632d3a62b6aed14c091c2a297857f815e1d0175c3d71a
Case2017,"[5, 257, 248]","[10.0, 1.7708333730697632, 1.7708333730697632]",16553,3274,3021,2211,810,"[0, 119, 61]","[4, 204, 135]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2017.nii.gz,4c9acbc7715870d2ff31eec1a17ea49e0d04d112913261017f274dfd4c3a9b4a
Case2018,"[6, 261, 260]","[10.0, 1.7708333730697632, 1.7708333730697632]",20772,4654,3387,1756,1631,"[0, 123, 61]","[5, 200, 139]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2018.nii.gz,c4b75ccac564b1113d3960ccee453ba834c298e6394f65f8860d69e966e516e7
Case2019,"[5, 161, 161]","[10.0, 1.7708333730697632, 1.7708333730697632]",6776,1430,1323,978,345,"[0, 65, 35]","[4, 113, 80]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2019.nii.gz,46f93aab609d8de33e1fbcdb491fab534abcf54b286d19cbd7434a49a338c74d
Case2020,"[6, 160, 160]","[10.0, 1.7708333730697632, 1.7708333730697632]",6191,1137,1593,1032,561,"[0, 62, 29]","[5, 107, 74]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2020.nii.gz,af103000b97911e0f45687d90db57ee2c286eaded9c0fb3f8b6899bdf3810bbf
Case2021,"[5, 260, 261]","[10.0, 1.48828125, 1.48828125]",13493,4306,2216,1086,1130,"[0, 91, 64]","[4, 158, 135]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2021.nii.gz,52dd45e90cdce36e89a2559937861aea4947625a32f36c6598e33641c83d2c8f
Case2022,"[6, 259, 241]","[10.0, 1.42578125, 1.42578125]",17687,4370,3638,2507,1131,"[0, 117, 53]","[5, 195, 125]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2022.nii.gz,9288abb6ee9a293754a077520c00f9384f8f20c329c89946ea791cf341ce5338
Case2023,"[5, 257, 217]","[10.0, 1.328125, 1.328125]",16993,4075,2841,1492,1349,"[0, 112, 45]","[4, 180, 123]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2023.nii.gz,925362fbfd21f103797c6a71d34b210d3c60aaddc4bd7d34fb978fd71ce7e158
Case2025,"[6, 258, 248]","[10.0, 1.3828125, 1.3828125]",17394,3100,3117,2007,1110,"[0, 102, 55]","[4, 178, 132]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2025.nii.gz,aca0bc867e9f48a944eee0809b80ea354f6255579972d73a05f90d3b77aabd0d
Case2026,"[5, 164, 171]","[10.0, 1.84375, 1.84375]",5848,1184,1800,761,1039,"[0, 63, 40]","[4, 105, 83]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2026.nii.gz,0ce5921c8c7c7e3f97cf0321f6b08c7dc7a2637b3f2d49a657a55109958398ca
Case2028,"[6, 261, 210]","[10.0, 1.328125, 1.328125]",13695,3722,2044,1118,926,"[0, 105, 52]","[5, 168, 116]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2028.nii.gz,f6b2289a92e9fe6ef9c823196051cac154b83d2d187cfa20d57f245f1aab5a90
Case2029,"[6, 257, 263]","[10.0, 1.328125, 1.328125]",20687,4164,2113,1389,724,"[0, 114, 71]","[5, 193, 146]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2029.nii.gz,4b0f47bc587c66dcaf1eba0d8359256ea994a752c58c3e906d18df1c68876cb0
Case2030,"[3, 263, 251]","[10.0, 1.328125, 1.328125]",8205,2107,1401,715,686,"[0, 106, 48]","[2, 176, 113]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2030.nii.gz,b9015770fdf08793acc71967b9da475b80eaa35ab988f567f916dd88e5943c54
Case2031,"[3, 255, 247]","[10.0, 1.7708333730697632, 1.7708333730697632]",10159,2026,1171,307,864,"[0, 98, 49]","[2, 179, 132]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2031.nii.gz,9510beb5e998ed2b98571bc17fa922b8cc486731b90da1e8d7e55be43722f555
Case2032,"[6, 247, 258]","[10.0, 1.42578125, 1.42578125]",17894,3665,1744,1296,448,"[0, 86, 46]","[5, 155, 120]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2032.nii.gz,71d374a9df7c9f1c3eaa8cda2128233355108bff9b15fa180979ad7531e42b78
Case2033,"[7, 247, 225]","[10.0, 1.328125, 1.328125]",20049,5768,2109,1009,1100,"[0, 95, 51]","[6, 171, 123]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2033.nii.gz,9fbb30b489fd9d5870991f2a6cfca1197610d9674d40dddada7cf34b0643a90f
Case2034,"[5, 256, 226]","[10.0, 1.328125, 1.328125]",13239,3738,1639,943,696,"[0, 93, 63]","[4, 166, 124]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2034.nii.gz,03c5d5c81ec8c006c617972707322647af24c2afec22df0ffce7149d50cc7d4c
Case2035,"[5, 259, 271]","[10.0, 1.49609375, 1.49609375]",11856,2520,1978,982,996,"[0, 105, 78]","[4, 165, 147]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2035.nii.gz,a54c5062f0a3debef4f8f879b0e928e0bea8ee4b31fb09293ab1c139858b816b
Case3001,"[5, 482, 478]","[11.999993324279785, 0.7290666699409485, 0.7290666699409485]",34265,10138,6453,3422,3031,"[0, 202, 155]","[4, 303, 286]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3001.nii.gz,f9efa91a13365bd51ac3eb6873affe5b7b66b602bff0f870a7e728bd3921c24d
Case3002,"[3, 511, 511]","[23.000001907348633, 0.7421875, 0.7421875]",35983,5014,7969,5402,2567,"[0, 173, 180]","[2, 303, 350]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3002.nii.gz,cb40a9c0aa287c724425f35798eeee0fb4c68b68c0aff8a6efe69b09146e776a
Case3003,"[3, 471, 483]","[11.999998092651367, 0.7290666699409485, 0.7290666699409485]",33639,8110,2714,2100,614,"[0, 199, 168]","[2, 315, 307]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3003.nii.gz,ff0448ddd2b14dc2b1d982fe000eba99ee1b07649127b5ace2a17a2bc2c4a419
Case3005,"[3, 494, 504]","[23.0, 0.7290666699409485, 0.7290666699409485]",34795,7553,4252,3214,1038,"[0, 170, 168]","[2, 297, 332]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3005.nii.gz,d5de36a5e902284ea0feeb4f82e7061352c271676a769ba582cb7d146a9068e8
Case3006,"[3, 408, 412]","[23.0, 0.75, 0.75]",23374,6817,1555,586,969,"[0, 148, 149]","[2, 259, 284]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3006.nii.gz,c11732aa23c3ff81c2e2e3ae000bfa07a2180b5b9dc7a659010d8f8bb952bc44
Case3007,"[3, 502, 512]","[23.000001907348633, 0.7421875, 0.7421875]",23097,8404,4481,569,3912,"[0, 186, 183]","[2, 302, 318]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3007.nii.gz,bc81b66ef1fabc251bdde5983560cc4cf5352faa5890acbfaf24cb58e3369898
Case3008,"[3, 502, 499]","[22.999998092651367, 0.7290666699409485, 0.7290666699409485]",44216,7314,8945,4995,3950,"[0, 178, 177]","[2, 324, 337]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3008.nii.gz,cbd0f69c0c26cd5cca15695240028070229e870a673c0d82bc09d0bb52a758c2
Case3009,"[5, 474, 485]","[14.0, 0.7290666699409485, 0.7290666699409485]",44426,14622,1898,908,990,"[0, 183, 156]","[4, 306, 297]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3009.nii.gz,d308ec8efb462de25897d63cb391e5a2ceb9ffd2273a799e726d4a673d759ee0
Case3010,"[5, 479, 479]","[14.000000953674316, 0.7290666699409485, 0.7290666699409485]",38678,9735,4937,4492,445,"[0, 160, 164]","[4, 280, 309]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3010.nii.gz,c7b9a645c219de50a68a3f056185f2c460f280b902aff3eb2506a64f2ed5f044
Case3011,"[2, 498, 489]","[23.000001907348633, 0.7290666699409485, 0.7290666699409485]",21245,4240,3994,868,3126,"[0, 213, 167]","[1, 319, 302]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3011.nii.gz,635b44896220fec1f268aa52b7f41234f7b03a07ee8a054531707de83a850bd8
Case3012,"[5, 477, 477]","[13.999999046325684, 0.7290666699409485, 0.7290666699409485]",49813,10677,6910,4092,2818,"[0, 204, 158]","[4, 339, 303]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3012.nii.gz,0ad163dd3f3b7fd4aabd80fd60522ba66e7fb70474af55578b09eebc03d75e6a
Case3013,"[3, 492, 503]","[22.999998092651367, 0.7290666699409485, 0.7290667295455933]",27006,7287,4252,1025,3227,"[0, 199, 189]","[2, 307, 335]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3013.nii.gz,8ef8e2b9207bb9319d5811bcb462a6b54fb99bc023da9423c5034b11795f15ea
Case3014,"[5, 476, 479]","[13.999999046325684, 0.7290666699409485, 0.7290666699409485]",46560,11234,6855,3162,3693,"[0, 141, 154]","[4, 269, 300]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3014.nii.gz,a29c937dbd306becd0f8d6081ea189ea85f71fe7daf491108446d4cb97209a7e
Case3015,"[5, 478, 482]","[14.000000953674316, 0.7290666699409485, 0.7290666699409485]",53727,19107,7113,2522,4591,"[0, 208, 128]","[4, 354, 277]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3015.nii.gz,b3a21356da53709b9bebd4d8cadbf74d750e30e6fa8227386d22c29c0424dfab
Case3016,"[4, 484, 481]","[13.999999046325684, 0.76171875, 0.76171875]",34091,7847,5020,2858,2162,"[0, 173, 167]","[3, 284, 298]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3016.nii.gz,b3c19a45c158d40c94e6e23c804cff26a31116c565fa2c02919ca5e40f2ff707
Case3017,"[6, 479, 479]","[11.999998092651367, 0.7290666699409485, 0.7290666699409485]",47747,17823,5781,947,4834,"[0, 180, 151]","[5, 287, 282]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3017.nii.gz,43b47ba7a99312f100ef89ea6a5ddb31b543cc842f4b4eb7432d8d299a8d95ba
Case3018,"[3, 492, 494]","[23.000001907348633, 0.7291666865348816, 0.7291666865348816]",21677,6672,1754,303,1451,"[0, 197, 177]","[2, 307, 318]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3018.nii.gz,9ba8b8bffca952d7b1fa97bb9761a25945c1c79de07ce99220d9e3d100dd9a1c
Case3019,"[5, 480, 485]","[13.99999713897705, 0.76171875, 0.76171875]",40943,14453,5962,2272,3690,"[0, 190, 162]","[4, 318, 293]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3019.nii.gz,b1c17bbd3c6cc40ae73abe1922ff05bb516c784122bc3512880bb9fa976a0617
Case3020,"[6, 477, 484]","[12.0, 0.7290666699409485, 0.7290666699409485]",58683,15198,10153,3002,7151,"[0, 184, 164]","[5, 309, 327]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3020.nii.gz,ce0b7dc04f538d8d0de7eb662ffd64ce384335b5905b9427d5fa0c379b20c7fb
Case3021,"[3, 506, 499]","[22.999998092651367, 0.7290666699409485, 0.7290666699409485]",28854,4937,6128,3993,2135,"[0, 200, 193]","[2, 312, 341]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3021.nii.gz,e4f2624521ec99be8ff6576c34c24924d8a2a175200ce7681121015f9d743c60
Case3022,"[5, 482, 481]","[14.000001907348633, 0.7290666699409485, 0.7290666699409485]",50167,13896,5725,928,4797,"[0, 185, 162]","[4, 300, 319]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3022.nii.gz,d100d4d6070a6b778f486d45c536bc718aecfbe34148f61fdbc0213a2086bdc7
Case3025,"[4, 478, 485]","[13.999999046325684, 0.76171875, 0.76171875]",43640,8139,10184,2326,7858,"[0, 166, 159]","[3, 284, 307]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3025.nii.gz,c6d679dbcdcf2a5b93dc96d1644720ef1ab4428e42219555ce17be9d7906d920
Case3026,"[5, 471, 474]","[14.00000286102295, 0.7290666699409485, 0.7290666699409485]",37797,9469,6181,1828,4353,"[0, 192, 142]","[4, 308, 283]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3026.nii.gz,a2a6bb866451d36e1bfd7598a2bb19ec221fe6e58a81a38df1bf29e1082fae8a
Case3027,"[3, 455, 454]","[22.999996185302734, 0.7542068958282471, 0.7542068958282471]",32554,8600,5354,4900,454,"[0, 149, 127]","[2, 298, 274]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3027.nii.gz,fa7a959ec2196d9894d0e9c02bfabdc4ebb3af9855289e9b6bd4f4f9634fdac1
Case3029,"[5, 428, 432]","[12.00000286102295, 0.7407407164573669, 0.7407407164573669]",37182,7315,5702,3053,2649,"[0, 140, 154]","[4, 259, 289]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3029.nii.gz,9303a4020bee9ff0258dcf67882f0f223f0284550615c6e3f04e8935240b7219
Case3030,"[4, 474, 481]","[16.000003814697266, 0.76171875, 0.76171875]",37112,6042,10939,3049,7890,"[0, 170, 149]","[3, 281, 291]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3030.nii.gz,dcd8a173a3fed925fe064de7f9e454090dc0cc715a2547352ed0fe122d9a7d77
Case3031,"[5, 444, 452]","[11.999998092651367, 0.7291666865348816, 0.7291666865348816]",41153,15741,5986,1444,4542,"[0, 108, 136]","[4, 213, 272]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3031.nii.gz,150d39ce00dee33d38de4e87a6b95ff966d0f288667b564a018be526eaa3e802
Case3032,"[3, 479, 481]","[22.999998092651367, 0.7290666699409485, 0.7290666699409485]",29497,8751,2478,2478,0,"[0, 180, 158]","[2, 313, 304]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3032.nii.gz,25368863371af14d1fc8566315f13f69fe1121c559b504b3190677dae5c33a8f
Case3033,"[6, 479, 481]","[11.999994277954102, 0.7290666699409485, 0.7290666699409485]",64063,15162,9181,1775,7406,"[0, 167, 163]","[5, 296, 313]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3033.nii.gz,306279119bbc13fd45310b027e3c3301f79db63fc259589d6b6e628878d2862a
Case3034,"[4, 458, 462]","[23.000001907348633, 0.7290666699409485, 0.7290666699409485]",35793,9071,4864,2038,2826,"[0, 153, 140]","[3, 282, 281]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3034.nii.gz,f537e955b1e0f87ba7e49c46d5e4f29d5ddcbd4d32b070303f352908b68f5219
Case3035,"[3, 502, 505]","[23.0, 0.7290666699409485, 0.7290666699409485]",30530,8167,3820,3204,616,"[0, 192, 213]","[2, 311, 370]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3035.nii.gz,cc24fadbeb9ad4d0b368096c58085c486bb0f7d88375321043de761c1bc147e4
Case3036,"[4, 483, 483]","[13.999996185302734, 0.76171875, 0.76171875]",35693,9417,7035,2927,4108,"[0, 167, 165]","[3, 282, 302]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3036.nii.gz,a26fe639402c62710006af83ea501d505d110d4d7f6407acf90de9e6746cf2d5
Case3037,"[3, 478, 480]","[14.0, 0.7290666699409485, 0.7290666699409485]",25534,7502,6525,3125,3400,"[0, 209, 179]","[2, 333, 307]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3037.nii.gz,4ff26391d9b6c35b3fe6f369d80c5d9de4965e9c2384c18aa9f01d35dfc4385c
Case3038,"[3, 508, 506]","[13.999996185302734, 0.7421875, 0.7421875]",42802,10621,10100,1585,8515,"[0, 182, 163]","[2, 316, 328]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3038.nii.gz,7f16f28ce36061dd139539b558d953059c3d8f0d0ffa88a73c18b45b0d62156a
Case3039,"[3, 472, 473]","[22.999998092651367, 0.7290666699409485, 0.7290666699409485]",29312,6361,4664,1647,3017,"[0, 186, 158]","[2, 308, 312]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3039.nii.gz,a476c78a6dd4b72fd9a5251c326eef9e0b2a80de1043fb7480f9995d06856ec3
Case3040,"[3, 495, 498]","[22.999998092651367, 0.7290666699409485, 0.7290666699409485]",29401,7578,3118,324,2794,"[0, 193, 185]","[2, 320, 326]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3040.nii.gz,aa2e93a22c5938e002cf5d2999df2208c75a6e2ad5223b70f7b6e91e2f2b29c8
Case3041,"[3, 462, 474]","[22.999998092651367, 0.7291666865348816, 0.7291666865348816]",30179,8971,3634,679,2955,"[0, 156, 152]","[2, 281, 282]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3041.nii.gz,9f09e95fa24c9eef4dfc915aa544a30b4339c4d379f906da7efac8ab21b7ef21
Case3042,"[3, 505, 512]","[22.999998092651367, 0.7414237260818481, 0.7414237260818481]",29866,5761,6830,2158,4672,"[0, 198, 168]","[2, 316, 310]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3042.nii.gz,ea75dea82325d1a802ea4bd0e5111dc63e74e4a68dab39caf3c0fa9b3733e886
Case3043,"[3, 475, 476]","[22.999998092651367, 0.7290666699409485, 0.7290666699409485]",31896,7214,3771,1056,2715,"[0, 165, 153]","[2, 302, 293]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3043.nii.gz,4628cc1581e4062216bbb7b2d505c9c3527fef72037bda14634f2596d51039bb
Case3044,"[3, 499, 501]","[23.000001907348633, 0.7290666699409485, 0.7290666699409485]",29855,6502,6044,263,5781,"[0, 223, 186]","[2, 329, 328]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3044.nii.gz,7ffe17e21a42b0b92c4def06ed80fe44ab232f1dbd03d240faba1cd918a32ef9
Case3045,"[3, 504, 518]","[23.0, 0.7421875, 0.7421875]",27644,7591,3901,1278,2623,"[0, 188, 164]","[2, 298, 307]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3045.nii.gz,186967739adf0cff8389b27b7cfcf92c0a15ca99ad822f38bf02e60cea1aa59f
Case5001,"[5, 288, 288]","[10.0, 1.25, 1.25]",24490,6685,0,0,0,"[0, 89, 90]","[4, 169, 190]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5001.nii.gz,ff060dce28c9152fbdc119c1bf6de0349486e1bfdd26f22d92308f4bfc5f61a4
Case5002,"[6, 256, 256]","[10.0, 1.3671875, 1.3671875]",24145,7999,608,0,608,"[0, 90, 79]","[5, 164, 165]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5002.nii.gz,217a4c70ce20d17a354f5cdf2d965cff0337a351414c9454da7fdc1d8bc41648
Case5003,"[7, 256, 256]","[8.0, 1.3157894611358643, 1.3157894611358643]",22468,6639,1293,0,1293,"[0, 84, 47]","[6, 157, 140]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5003.nii.gz,03905f1c7cbb3d1a307ae4ac2b1a18a44f3d28b4d30830945d17bc67edbf7da4
Case5005,"[6, 256, 256]","[10.0, 1.3671875, 1.3671875]",30242,6465,5585,0,5585,"[0, 56, 67]","[5, 131, 161]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5005.nii.gz,622409b0123b53b6ab050e3019f7773b9e43f30924002b47a19fadc2e9bd8d7a
Case5006,"[3, 288, 288]","[10.0, 1.25, 1.25]",11101,2390,786,0,786,"[0, 98, 67]","[2, 183, 145]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5006.nii.gz,ac496735f9b83dcf27a04e2ad29e2470cb70c49cabaa90f71fa3db72ee784d0f
Case5007,"[7, 288, 288]","[10.0, 1.25, 1.25]",28195,9689,0,0,0,"[0, 54, 93]","[6, 139, 178]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5007.nii.gz,c5fce1dc4666d823484ac3be2c54f9513475e950f129a729960cfd2ba62f033e
Case5010,"[4, 288, 288]","[10.0, 1.3671875, 1.3671875]",12491,5025,160,0,160,"[0, 117, 83]","[3, 180, 168]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5010.nii.gz,4e52ad7667d257368da7233716f68a2b1dcc9f1b16e98df06135199539f96734
Case6001,"[8, 288, 288]","[10.0, 1.25, 1.25]",22276,5502,1590,0,1590,"[0, 109, 102]","[7, 177, 179]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6001.nii.gz,6c3f0fc07834e5f82072bd89c2d99d9e2f54593c856678a318f4053947f25a43
Case6002,"[8, 288, 288]","[10.0, 1.25, 1.25]",18981,5368,1493,0,1493,"[0, 108, 99]","[7, 174, 177]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6002.nii.gz,5f803121d6cec378c03d49a55c7016886481a89dd0f1d753a1702bb95a6eacd6
Case6003,"[7, 288, 288]","[10.0, 1.25, 1.25]",28467,4778,2145,0,2145,"[0, 103, 77]","[6, 181, 180]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6003.nii.gz,8ee13a4a1c420e7efbfef29e83bdd864cd4ee94d48419c41ac7d183fbbccbbab
Case6004,"[8, 256, 256]","[10.0, 1.3671875, 1.3671875]",25514,6491,447,0,447,"[0, 105, 77]","[7, 174, 161]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6004.nii.gz,1209d53b5ac9871db7868bea7fb067f3e87bdc86064ee6d0b0ed2894ef3589ef
Case6005,"[8, 448, 448]","[8.0, 0.7045454382896423, 0.7045454382896423]",67366,18162,609,0,609,"[0, 183, 151]","[7, 306, 296]",data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6005.nii.gz,a60eece4244f2226fb336ab429a7002e4d70d1745ed818fa2efebd2dde94613c
