case_id,model_id,prediction_dir,status
Case1033,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1040,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1042,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1045,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1047,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1053,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1062,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1070,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1073,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case1080,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case2002,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case2007,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case2008,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case2017,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case2020,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case2031,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case2033,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3004,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3011,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3012,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3023,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3026,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3034,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3038,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3040,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case3044,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case5005,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case6001,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case6010,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case7005,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case8003,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case8011,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case8015,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case8019,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case8021,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case8022,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
Case8023,care_candidate,/users/a/e/aereinh/CARE/results/20260725_care_m0_mosaic_fold0_fair_repro/care_candidate_predictions,DRY_RUN_NOT_EVALUATED
