case_id,center,oof_fold,feature_cache_path,feature_cache_sha256,checkpoint_path,checkpoint_sha256,case_membership_status,f0_shape,f1_shape,soft_context_shape,status
Case2029,CenterB,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2029.npz,8243e065c6fcbb61a87ecc3505a32f935850da79293ff9663ca08d637925b688,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x12x250x255,64x12x128x128,12x250x255,PASS
Case2032,CenterB,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2032.npz,d6c376cdbd4544f0d6ab49fc61c88016ba70515fd518e1ac90a31bd9d74120ba,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x12x258x269,64x12x160x160,12x258x269,PASS
Case3003,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3003.npz,b592a35c1d0ec0cb877e19e4d82ff91d3a99a7a5db6dee59ce9c41c3101ecee7,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x7x251x253,64x8x128x128,7x251x253,PASS
Case3009,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3009.npz,a18fe17a59335c0b4138df6c9e1e7c76d5e8d3a160567a0492e518f45f51dec7,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x14x249x253,64x16x128x128,14x249x253,PASS
Case3010,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3010.npz,4b1fa61b4900f29ca396d6d8cd7a527d2c555f9dc7b22397f649f32bf3be6f11,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x14x242x252,64x16x128x128,14x242x252,PASS
Case3019,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3019.npz,541fc40f400242412dc30ff2d35b0cea83cb452e9ab84879a883452d2911fd5d,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x14x267x247,64x16x160x128,14x267x247,PASS
Case3020,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3020.npz,78bf2c567606543564a535c480b2520c933ccfcd33a1337196d7985471991f82,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x14x248x251,64x16x128x128,14x248x251,PASS
Case3021,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3021.npz,a9f3b0b31525548b5a48d6a72265c172b6b16543cec48be0b447a90c9796ef50,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x14x269x258,64x16x160x160,14x269x258,PASS
Case3029,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3029.npz,c9a208b457cfe5b96614ee4273b183c7d7ed65617bc5e78fa38d6ab25c665cab,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x12x232x229,64x12x128x128,12x232x229,PASS
Case3032,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3032.npz,07234ec6569b2f4dfbc44e1b8c83c4f0a4b2bd0f6a6f27a358ee0c973039f140,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x14x255x252,64x16x128x128,14x255x252,PASS
Case3045,CenterC,3,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3045.npz,a5aa9fd771f4f8d8f2fe36d4db685a4dd2a97b44ebba185cb3078a6f7a3d81b0,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,0c27009930261c93a4890c66aa7f88f226a5f8b32a3358e43dd10d357b6fdeb8,PASS,32x14x266x270,64x16x160x160,14x266x270,PASS
Case2003,CenterB,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2003.npz,112cd2c800affee99882a78e94931137f0829939612a5d1c44827f66985b8300,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x10x291x239,64x12x160x128,10x291x239,PASS
Case2011,CenterB,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2011.npz,67f64b96ea1d6e4b0690ef1d80c5768d9f91b6e97b1c036a54175142ce6a2664,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x12x329x332,64x12x192x192,12x329x332,PASS
Case2013,CenterB,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2013.npz,480474d6ba5d7c58d33fd5af9f6b15112937e085d4b55468c38c6678653d171c,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x12x337x334,64x12x192x192,12x337x334,PASS
Case2015,CenterB,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2015.npz,04a1be3b5429474328a912ee3fe3d6b245c4f5b931d17b0e32f8fc08d3ee5811,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x10x277x279,64x12x160x160,10x277x279,PASS
Case2025,CenterB,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2025.npz,0be995107e959ee472c6236c1c9241dc863f569e0e24137394fcb39ec1758c61,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x12x261x251,64x12x160x128,12x261x251,PASS
Case2028,CenterB,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2028.npz,68059a7e5a236c8a4974a76c8a0a31e6f4d7ab54a775ddbc96532aa16039a488,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x12x253x202,64x12x128x128,12x253x202,PASS
Case2035,CenterB,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case2035.npz,7d9838bf7a7fec94f0dae270fa460ae249060f99d9e1947b2f8c70330f3cd835,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x10x282x297,64x12x160x160,10x282x297,PASS
Case3001,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3001.npz,71fe6e8a0d5d8cdbda2ba1cb35f64998673a05314f813894a1b8329e72afac15,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x12x252x255,64x12x128x128,12x252x255,PASS
Case3005,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3005.npz,948a5ea922583eefb545948fad71cb797bcb263912956f0d04fd30c95d3cc3ed,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x14x259x259,64x16x160x160,14x259x259,PASS
Case3013,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3013.npz,7ad58aad9b60e27c658e128bfc46ff600445fb593fcc86c78bbfd6ba316acb3d,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x14x262x251,64x16x160x128,14x262x251,PASS
Case3022,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3022.npz,80005cc77ced73b134f6f46d59731d8d54badb12f55bfd1c92a07a769338135e,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x14x241x251,64x16x128x128,14x241x251,PASS
Case3031,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3031.npz,f35e1d5cd974740e71b3ed11351b8d390050f53d7418e549399b15247b7e7992,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x12x227x241,64x12x128x128,12x227x241,PASS
Case3036,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3036.npz,e0a871a995528fd43f690e9d3b76a0bf137de22312367db7e23173698e0fb293,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x11x250x245,64x12x128x128,11x250x245,PASS
Case3039,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3039.npz,82af241527fc6de13f205c32ccf92e840b78cd3dc4f47841ea911d7d4ae62d0c,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x14x252x252,64x16x128x128,14x252x252,PASS
Case3042,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3042.npz,a8f2d86f9f315c6cadeaddf77b854298c9d66d00a2f6003dcc4ee79dd80f4bd7,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x14x272x272,64x16x160x160,14x272x272,PASS
Case3043,CenterC,4,/users/a/e/aereinh/.tmp/codex-CARE/20260731_care_qif_v2_signal_audit/features/Case3043.npz,bb9d4f38e0af6b4bf6e4bd2a419da543e139627a04aa465987ababc05d6d24f4,data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,9971020827eb50fabe53ef339f5ea2ac8c5a7929584c5c9c0541e83119df0847,PASS,32x14x253x252,64x16x128x128,14x253x252,PASS
