case_id,fold,geometry_status,prediction_path,reference_path,size_xyz,space,spacing_xyz
Case1058,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case1058.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1058.nii.gz,"[256, 256, 20]",official,"[1.3672000169754028, 1.3672000169754028, 5.0]"
Case1058,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case1058.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1058.nii.gz,"[256, 256, 20]",compact,"[1.3672000169754028, 1.3672000169754028, 5.0]"
Case1063,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case1063.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1063.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1063,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case1063.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1063.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1069,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case1069.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1069.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1069,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case1069.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1069.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1072,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case1072.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1072.nii.gz,"[256, 256, 9]",official,"[1.3672000169754028, 1.3672000169754028, 11.5]"
Case1072,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case1072.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1072.nii.gz,"[256, 256, 9]",compact,"[1.3672000169754028, 1.3672000169754028, 11.5]"
Case1074,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case1074.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1074.nii.gz,"[256, 256, 9]",official,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1074,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case1074.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1074.nii.gz,"[256, 256, 9]",compact,"[1.3672000169754028, 1.3672000169754028, 10.5]"
Case1077,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case1077.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1077.nii.gz,"[256, 256, 28]",official,"[1.3672000169754028, 1.3672000169754028, 4.0]"
Case1077,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case1077.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1077.nii.gz,"[256, 256, 28]",compact,"[1.3672000169754028, 1.3672000169754028, 4.0]"
Case2001,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case2001.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2001.nii.gz,"[258, 256, 6]",official,"[1.328125, 1.328125, 10.0]"
Case2001,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case2001.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2001.nii.gz,"[258, 256, 6]",compact,"[1.328125, 1.328125, 10.0]"
Case2010,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case2010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2010.nii.gz,"[259, 262, 6]",official,"[1.40625, 1.40625, 10.0]"
Case2010,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case2010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2010.nii.gz,"[259, 262, 6]",compact,"[1.40625, 1.40625, 10.0]"
Case2016,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case2016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2016.nii.gz,"[254, 261, 5]",official,"[1.7708333730697632, 1.7708333730697632, 10.0]"
Case2016,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case2016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2016.nii.gz,"[254, 261, 5]",compact,"[1.7708333730697632, 1.7708333730697632, 10.0]"
Case2024,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case2024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2024.nii.gz,"[260, 255, 6]",official,"[1.34375, 1.34375, 10.0]"
Case2024,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case2024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2024.nii.gz,"[260, 255, 6]",compact,"[1.34375, 1.34375, 10.0]"
Case2026,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case2026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2026.nii.gz,"[171, 164, 5]",official,"[1.84375, 1.84375, 10.0]"
Case2026,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case2026.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2026.nii.gz,"[171, 164, 5]",compact,"[1.84375, 1.84375, 10.0]"
Case2027,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case2027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2027.nii.gz,"[252, 258, 6]",official,"[1.359375, 1.359375, 10.0]"
Case2027,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case2027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2027.nii.gz,"[252, 258, 6]",compact,"[1.359375, 1.359375, 10.0]"
Case2030,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case2030.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2030.nii.gz,"[251, 263, 3]",official,"[1.328125, 1.328125, 10.0]"
Case2030,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case2030.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case2030.nii.gz,"[251, 263, 3]",compact,"[1.328125, 1.328125, 10.0]"
Case3002,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3002.nii.gz,"[511, 511, 3]",official,"[0.7421875, 0.7421875, 23.000001907348633]"
Case3002,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3002.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3002.nii.gz,"[511, 511, 3]",compact,"[0.7421875, 0.7421875, 23.000001907348633]"
Case3007,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3007.nii.gz,"[512, 502, 3]",official,"[0.7421875, 0.7421875, 23.000001907348633]"
Case3007,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3007.nii.gz,"[512, 502, 3]",compact,"[0.7421875, 0.7421875, 23.000001907348633]"
Case3014,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3014.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3014.nii.gz,"[479, 476, 5]",official,"[0.7290666699409485, 0.7290666699409485, 13.999999046325684]"
Case3014,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3014.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3014.nii.gz,"[479, 476, 5]",compact,"[0.7290666699409485, 0.7290666699409485, 13.999999046325684]"
Case3018,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3018.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3018.nii.gz,"[494, 492, 3]",official,"[0.7291666865348816, 0.7291666865348816, 23.000001907348633]"
Case3018,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3018.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3018.nii.gz,"[494, 492, 3]",compact,"[0.7291666865348816, 0.7291666865348816, 23.000001907348633]"
Case3025,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3025.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3025.nii.gz,"[485, 478, 4]",official,"[0.76171875, 0.76171875, 13.999999046325684]"
Case3025,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3025.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3025.nii.gz,"[485, 478, 4]",compact,"[0.76171875, 0.76171875, 13.999999046325684]"
Case3028,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3028.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3028.nii.gz,"[512, 515, 3]",official,"[0.7414237260818481, 0.7414237260818481, 23.000001907348633]"
Case3028,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3028.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3028.nii.gz,"[512, 515, 3]",compact,"[0.7414237260818481, 0.7414237260818481, 23.000001907348633]"
Case3030,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3030.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3030.nii.gz,"[481, 474, 4]",official,"[0.76171875, 0.76171875, 16.000003814697266]"
Case3030,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3030.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3030.nii.gz,"[481, 474, 4]",compact,"[0.76171875, 0.76171875, 16.000003814697266]"
Case3033,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3033.nii.gz,"[481, 479, 6]",official,"[0.7290666699409485, 0.7290666699409485, 11.999994277954102]"
Case3033,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3033.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3033.nii.gz,"[481, 479, 6]",compact,"[0.7290666699409485, 0.7290666699409485, 11.999994277954102]"
Case3041,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case3041.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3041.nii.gz,"[474, 462, 3]",official,"[0.7291666865348816, 0.7291666865348816, 22.999998092651367]"
Case3041,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case3041.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case3041.nii.gz,"[474, 462, 3]",compact,"[0.7291666865348816, 0.7291666865348816, 22.999998092651367]"
Case5007,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case5007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5007.nii.gz,"[288, 288, 7]",official,"[1.25, 1.25, 10.0]"
Case5007,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case5007.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5007.nii.gz,"[288, 288, 7]",compact,"[1.25, 1.25, 10.0]"
Case5010,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case5010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5010.nii.gz,"[288, 288, 4]",official,"[1.3671875, 1.3671875, 10.0]"
Case5010,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case5010.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case5010.nii.gz,"[288, 288, 4]",compact,"[1.3671875, 1.3671875, 10.0]"
Case6004,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case6004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6004.nii.gz,"[256, 256, 8]",official,"[1.3671875, 1.3671875, 10.0]"
Case6004,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case6004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6004.nii.gz,"[256, 256, 8]",compact,"[1.3671875, 1.3671875, 10.0]"
Case6006,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case6006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6006.nii.gz,"[288, 288, 12]",official,"[1.25, 1.25, 10.0]"
Case6006,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case6006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case6006.nii.gz,"[288, 288, 12]",compact,"[1.25, 1.25, 10.0]"
Case7004,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case7004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7004.nii.gz,"[200, 256, 8]",official,"[1.640625, 1.640625, 8.0]"
Case7004,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case7004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case7004.nii.gz,"[200, 256, 8]",compact,"[1.640625, 1.640625, 8.0]"
Case8004,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case8004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8004.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 11.699999809265137]"
Case8004,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case8004.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8004.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 11.699999809265137]"
Case8006,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case8006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8006.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 11.69999885559082]"
Case8006,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case8006.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8006.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 11.69999885559082]"
Case8008,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case8008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8008.nii.gz,"[192, 256, 8]",official,"[1.40625, 1.40625, 11.700000762939453]"
Case8008,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case8008.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8008.nii.gz,"[192, 256, 8]",compact,"[1.40625, 1.40625, 11.700000762939453]"
Case8013,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case8013.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8013.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 11.25]"
Case8013,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case8013.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8013.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 11.25]"
Case8016,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case8016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8016.nii.gz,"[192, 256, 7]",official,"[1.484375, 1.484375, 10.625]"
Case8016,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case8016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8016.nii.gz,"[192, 256, 7]",compact,"[1.484375, 1.484375, 10.625]"
Case8024,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case8024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8024.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 11.699999809265137]"
Case8024,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case8024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8024.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 11.699999809265137]"
Case8029,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/official/Case8029.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8029.nii.gz,"[192, 256, 8]",official,"[1.484375, 1.484375, 10.0]"
Case8029,1,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_predictions/compact/Case8029.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case8029.nii.gz,"[192, 256, 8]",compact,"[1.484375, 1.484375, 10.0]"
Case1012,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1012.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1012.nii.gz,"[256, 256, 9]",official,"[1.3672000169754028, 1.3672000169754028, 11.0]"
Case1012,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1012.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1012.nii.gz,"[256, 256, 9]",compact,"[1.3672000169754028, 1.3672000169754028, 11.0]"
Case1014,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1014.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1014.nii.gz,"[256, 256, 9]",official,"[1.3672000169754028, 1.3672000169754028, 11.5]"
Case1014,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1014.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1014.nii.gz,"[256, 256, 9]",compact,"[1.3672000169754028, 1.3672000169754028, 11.5]"
Case1016,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1016.nii.gz,"[256, 256, 24]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1016,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1016.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1016.nii.gz,"[256, 256, 24]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1020,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1020.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1020.nii.gz,"[256, 256, 16]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1020,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1020.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1020.nii.gz,"[256, 256, 16]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1024,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1024.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1024,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1024.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1024.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1025,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1025.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1025.nii.gz,"[256, 256, 24]",official,"[1.4062999486923218, 1.4062999486923218, 4.5]"
Case1025,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1025.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1025.nii.gz,"[256, 256, 24]",compact,"[1.4062999486923218, 1.4062999486923218, 4.5]"
Case1027,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1027.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1027,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1027.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1027.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1030,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/official/Case1030.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1030.nii.gz,"[256, 256, 20]",official,"[1.3280999660491943, 1.3280999660491943, 5.0]"
Case1030,2,PASS,results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold2/oof_predictions/compact/Case1030.nii.gz,data/nnUNet/nnUNet_raw/Dataset501_CAREMyoPS/labelsTr/Case1030.nii.gz,"[256, 256, 20]",compact,"[1.3280999660491943, 1.3280999660491943, 5.0]"
