phase,checkpoint_name,assigned_partition,job_id,attempt_partition,attempt_id,winner_lock_path,canonical_runtime_root,state,exit_code,attempt_credit
d3_full_propref,checkpoint_validation_step_10225,htzhulab,59497285,htzhulab,htzhulab__assign_htzhulab__job_59497285__task_54__pid_1354096,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/5fb3e7fc2cf71105a18dd63103c9517a80455c55e33053f576d4b0b1a31c00c9_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_10225,COMPLETED,0,full
no_context_control,checkpoint_validation_step_14000,a100-gpu,59498262,htzhulab,htzhulab__assign_a100-gpu__job_59498262__task_27__pid_1383588,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/601c047dba2f242464d9a02a7e90536bee9c416346cea81cf93136445a4ebfac_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/no_context_control/checkpoint_validation_step_14000,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_4998,htzhulab,59497319,htzhulab,htzhulab__assign_htzhulab__job_59497319__task_56__pid_1354746,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/66a5d18bdcbdb07d6789afd7c252823ad28b1ae9f3103bfee42d1939b79f9d08_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d2_hierarchical_psip/checkpoint_validation_step_4998,COMPLETED,0,full
hard_negative_refresh,checkpoint_validation_step_18000,a100-gpu,59498263,htzhulab,htzhulab__assign_a100-gpu__job_59498263__task_28__pid_1383587,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/682486d46d5de926f1e13bb304ebdfc0592137a1e69eb0659eaca2bf521f7779_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/hard_negative_refresh/checkpoint_validation_step_18000,COMPLETED,0,full
hard_negative_refresh,checkpoint_validation_step_12000,htzhulab,59497469,htzhulab,htzhulab__assign_htzhulab__job_59497469__task_58__pid_1355383,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/69dd5d4738204490ecab17ee08aeb01becd49aa69ccbbec5d9156ecfa7df1b92_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/hard_negative_refresh/checkpoint_validation_step_12000,COMPLETED,0,full
d0_control,checkpoint_validation_step_13328,a100-gpu,59498291,htzhulab,htzhulab__assign_a100-gpu__job_59498291__task_29__pid_1384215,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/6a43f3a620bacff4a7658f4d0d88a2fd276f12540308394a9029588b66c8f99f_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_validation_step_13328,COMPLETED,0,full
no_context_control,checkpoint_validation_step_10000,htzhulab,59497505,htzhulab,htzhulab__assign_htzhulab__job_59497505__task_60__pid_1356018,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/6a62db54c70c6fe85d1f0420cacac5624065dfd31c7f737b14c1ddfbeed997f8_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/no_context_control/checkpoint_validation_step_10000,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_23324,a100-gpu,59498292,htzhulab,htzhulab__assign_a100-gpu__job_59498292__task_30__pid_1384216,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/6b3448061fd30d66716aeea71612e9adb8f2832d28c40ebe9ec916c62476cbe6_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d1_spatial_br2/checkpoint_validation_step_23324,COMPLETED,0,full
d0_control,checkpoint_validation_step_12000,htzhulab,59491654,htzhulab,htzhulab__assign_htzhulab__job_59491654__task_62__pid_1356635,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/6d7444bf617f5e2b6d647558ea23d7de5e1ef31ae5e50ae9265b69e90abe9769_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d0_control/checkpoint_validation_step_12000,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_24990,a100-gpu,59498323,htzhulab,htzhulab__assign_a100-gpu__job_59498323__task_31__pid_1385087,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/6dbb62356a3627e7240dc3b94e833e0008a6617aa871faa4a7917d2463cda02f_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d1_spatial_br2/checkpoint_validation_step_24990,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_12270,htzhulab,59499032,htzhulab,htzhulab__assign_htzhulab__job_59499032__task_32__pid_1406884,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/70ab13b2a909a880beec36cbf7f43e2b7c264c89bdb4b2b83a31b6b6d0ece8fd_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_12270,COMPLETED,0,full
d0_control,checkpoint_validation_step_16660,a100-gpu,59498324,htzhulab,htzhulab__assign_a100-gpu__job_59498324__task_32__pid_1385085,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/74f506b5d116ed8bfa9a550fd1b3ebc219b3ad4117f97ce794b290045a3ec494_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_validation_step_16660,COMPLETED,0,full
d0_control,checkpoint_validation_step_3332,htzhulab,59499033,htzhulab,htzhulab__assign_htzhulab__job_59499033__task_33__pid_1407172,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/75998c54c6b6a4ab9e2427dabf6f0abd2ea5dcd386b30d82e0a17e9c1bfc4dd1_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d0_control/checkpoint_validation_step_3332,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_19992,a100-gpu,59498345,htzhulab,htzhulab__assign_a100-gpu__job_59498345__task_33__pid_1385677,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/78e3fcbace5738249e3ae0beb99093a1cf6e3f319f9391786d92ba70a8e66378_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d2_hierarchical_psip/checkpoint_validation_step_19992,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_8330,htzhulab,59499047,htzhulab,htzhulab__assign_htzhulab__job_59499047__task_34__pid_1407605,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/7ca688a97b1d5976a4384ac2c33b57626d264f2dab4e74171a8d7ec547f9b97d_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d1_spatial_br2/checkpoint_validation_step_8330,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_18405,a100-gpu,59498350,htzhulab,htzhulab__assign_a100-gpu__job_59498350__task_34__pid_1386096,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/7d516f026a4764a3f422a3d9610abe987f8eb7eb9d5f63a9a0db339b805f6813_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d3_full_propref/checkpoint_validation_step_18405,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_3332,htzhulab,59499056,htzhulab,htzhulab__assign_htzhulab__job_59499056__task_35__pid_1407880,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/7f9f1cddb9e3c2e6eba841e17b639ff431489675594242597116c7049b2b3f2d_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d2_hierarchical_psip/checkpoint_validation_step_3332,COMPLETED,0,full
hard_negative_refresh,checkpoint_final,a100-gpu,59498371,htzhulab,htzhulab__assign_a100-gpu__job_59498371__task_35__pid_1386664,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/8305e20d06ce3508429c93b4beda00e381906b975dd4232aca066639739d391d_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/hard_negative_refresh/checkpoint_final,COMPLETED,0,full
d0_control,checkpoint_validation_step_1666,htzhulab,59499079,htzhulab,htzhulab__assign_htzhulab__job_59499079__task_36__pid_1408252,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/83e0a86c3bbdd4f68e1c386934e36d2c2afa128ff9638999c43c8821190b5b44_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d0_control/checkpoint_validation_step_1666,COMPLETED,0,full
d0_control,checkpoint_validation_step_9996,a100-gpu,59498387,htzhulab,htzhulab__assign_a100-gpu__job_59498387__task_36__pid_1387025,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/84b66805218fed3ed33ad7fbeb24331f594bd0da977a03e5794f5c8b9a92e0b3_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_validation_step_9996,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_45000,htzhulab,59499094,htzhulab,htzhulab__assign_htzhulab__job_59499094__task_37__pid_1408618,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/888154ed44ae6ad16eb4be323c95a9057fae318a9f3dfbb9d37a095652272b0b_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_45000,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_best,a100-gpu,59498401,htzhulab,htzhulab__assign_a100-gpu__job_59498401__task_37__pid_1387685,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/8bddcbbd760babe5c3241915ca925cf47cc36bf27128eb682ed3ea043a4d1ae4_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d2_hierarchical_psip/checkpoint_best,COMPLETED,0,full
no_context_control,checkpoint_final,htzhulab,59499097,htzhulab,htzhulab__assign_htzhulab__job_59499097__task_38__pid_1408888,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/8df2f6de301b4dad3a728d7bb3d58ca2d3eda81d9982b4aad0e0c85bfde86bd4_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/no_context_control/checkpoint_final,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_16360,a100-gpu,59498414,htzhulab,htzhulab__assign_a100-gpu__job_59498414__task_38__pid_1388007,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/8f06afe9984d24ea776254cce180d33ab94748665e4cdf4d58c9c3285d518087_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d3_full_propref/checkpoint_validation_step_16360,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_5000,htzhulab,59499110,htzhulab,htzhulab__assign_htzhulab__job_59499110__task_39__pid_1409283,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/96d11ba23cf175d11d108d17c388d03c0319ce1d2a8051eb509e7dab43e3981d_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d1_spatial_br2/checkpoint_validation_step_5000,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_1666,a100-gpu,59498440,htzhulab,htzhulab__assign_a100-gpu__job_59498440__task_39__pid_1388683,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/9a9c21d347dff35b93e7271d8dfbd3a986141b50dc275b72d889aff1a4622f79_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d1_spatial_br2/checkpoint_validation_step_1666,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_34765,htzhulab,59499120,htzhulab,htzhulab__assign_htzhulab__job_59499120__task_40__pid_1409527,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/9f064a16751ace4605f61efc3da15ece0422740fe1ac6598cc49daf5b7a1b8ac_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_34765,COMPLETED,0,full
d0_control,checkpoint_validation_step_18000,a100-gpu,59498456,htzhulab,htzhulab__assign_a100-gpu__job_59498456__task_40__pid_1389048,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/a0af1bb854f6cdb05f2577bf742d46456f44d9aba9e3625c21d0df50194aeed1_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d0_control/checkpoint_validation_step_18000,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_25000,htzhulab,59499133,htzhulab,htzhulab__assign_htzhulab__job_59499133__task_41__pid_1409933,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d2_hierarchical_psip/checkpoint_validation_step_25000,COMPLETED,0,full
alignment_control,checkpoint_validation_step_8750,a100-gpu,59498470,htzhulab,htzhulab__assign_a100-gpu__job_59498470__task_41__pid_1389333,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/a54ef6c546299617144fba211023c7de84530b7c5e0a58a1162719f31b4537c1_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/alignment_control/checkpoint_validation_step_8750,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_2045,htzhulab,59499151,htzhulab,htzhulab__assign_htzhulab__job_59499151__task_42__pid_1410461,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/a60339c0aeb5849472b6312738f4473f0f81faa7cc70f22b35548dbb1bbd2f91_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_2045,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_11662,a100-gpu,59498492,htzhulab,htzhulab__assign_a100-gpu__job_59498492__task_42__pid_1389675,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/a93d986e2fa13bbc4542edc34cb83d4cd519b4964fefbeee2edf7a79bfbe8571_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d2_hierarchical_psip/checkpoint_validation_step_11662,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_32720,htzhulab,59499152,htzhulab,htzhulab__assign_htzhulab__job_59499152__task_43__pid_1410708,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/ab5a417d9957f6ebff55467f7c8ad7062632f160d2e3eb2000e8b1e532443d9d_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_32720,COMPLETED,0,full
no_context_control,checkpoint_validation_step_8000,a100-gpu,59498511,htzhulab,htzhulab__assign_a100-gpu__job_59498511__task_43__pid_1391151,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/ad9e36f9f16080ebd09b2292b7b0fddc5d25fcbd9d4aa0c1cada3c7ba3b945c2_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/no_context_control/checkpoint_validation_step_8000,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_14994,htzhulab,59499183,htzhulab,htzhulab__assign_htzhulab__job_59499183__task_44__pid_1411302,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/b05e8a2b717f7850eaf8577dd617cacc501fb3b8473dd5748042ef059ce29319_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d1_spatial_br2/checkpoint_validation_step_14994,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_6664,a100-gpu,59498519,htzhulab,htzhulab__assign_a100-gpu__job_59498519__task_44__pid_1391414,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/b131cfb9645c0bbbdb4e0c50e53832f881e5c3d8db4234fe1bb892d93a111532_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d1_spatial_br2/checkpoint_validation_step_6664,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_28630,htzhulab,59499186,htzhulab,htzhulab__assign_htzhulab__job_59499186__task_45__pid_1411675,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/b18eaf7f812099af1acf0d23427f6a88287b315c81b82ee0684a4436e49ca298_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_28630,COMPLETED,0,full
no_context_control,checkpoint_best,a100-gpu,59498546,htzhulab,htzhulab__assign_a100-gpu__job_59498546__task_45__pid_1392352,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/b23d19d80990fe01b6113c130fc11b5d1fbafa3a19e857f3f1f06804f78c8264_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/no_context_control/checkpoint_best,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_15000,htzhulab,59499206,htzhulab,htzhulab__assign_htzhulab__job_59499206__task_46__pid_1412064,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/b3c18ddea4ee87cdcbe2aca825fb402d33d1edaee300c0c7be1dc6a2cc910818_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d2_hierarchical_psip/checkpoint_validation_step_15000,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_22500,a100-gpu,59498547,htzhulab,htzhulab__assign_a100-gpu__job_59498547__task_46__pid_1392349,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/b99de2c6b5c0f08ca83fbcf3b287c1e0fcf6566f4955c441350b14b7b39c67f8_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d2_hierarchical_psip/checkpoint_validation_step_22500,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_15000,htzhulab,59499213,htzhulab,htzhulab__assign_htzhulab__job_59499213__task_47__pid_1412412,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/ba99182df3415de53101c5f8ea38826bcb0fc6e7f9f3026df5f4de53525f7340_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d1_spatial_br2/checkpoint_validation_step_15000,COMPLETED,0,full
d2_hierarchical_psip,checkpoint_validation_step_18326,a100-gpu,59498576,htzhulab,htzhulab__assign_a100-gpu__job_59498576__task_47__pid_1392754,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/c0c85709786a9499c769234de4d3170e4d4f55fe6fec487b5ee0fd8e0ff78a7a_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d2_hierarchical_psip/checkpoint_validation_step_18326,COMPLETED,0,full
alignment_control,checkpoint_validation_step_7500,htzhulab,59499217,htzhulab,htzhulab__assign_htzhulab__job_59499217__task_48__pid_1412728,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/c38388080d300431837a31c2e3d53883200864eea79b9b48ede185a4cc25b8bb_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/alignment_control/checkpoint_validation_step_7500,COMPLETED,0,full
hard_negative_refresh,checkpoint_validation_step_16000,a100-gpu,59498586,htzhulab,htzhulab__assign_a100-gpu__job_59498586__task_48__pid_1392988,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/c44a7356be0f3f92309de8639cc036b39505d1b10b9a57b9c35baaebfcd85e88_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/hard_negative_refresh/checkpoint_validation_step_16000,COMPLETED,0,full
alignment_control,checkpoint_validation_step_3750,htzhulab,59499244,htzhulab,htzhulab__assign_htzhulab__job_59499244__task_49__pid_1413134,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/c523852344c107de27639c69ddd4ea30f5e14a98192926bfcb3c390ca1af7bf0_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/alignment_control/checkpoint_validation_step_3750,COMPLETED,0,full
d3_full_propref,checkpoint_final,a100-gpu,59498609,htzhulab,htzhulab__assign_a100-gpu__job_59498609__task_49__pid_1393423,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/c53f601e190b7d914cfa3b45a76f149c6899315474f46b7d5c33bc1d3602f9f5_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d3_full_propref/checkpoint_final,COMPLETED,0,full
d0_control,checkpoint_validation_step_20000,htzhulab,59499254,htzhulab,htzhulab__assign_htzhulab__job_59499254__task_50__pid_1413389,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/c5ade8e008afbcd4da960b2dc67ce7ea4876ea862ab21672ceca5ecad9eca7fc_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d0_control/checkpoint_validation_step_20000,COMPLETED,0,full
alignment_control,checkpoint_validation_step_1250,a100-gpu,59498621,htzhulab,htzhulab__assign_a100-gpu__job_59498621__task_50__pid_1393724,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/c7f45d19bd30ac9ecb3a414d8e63d98c5a2e4cc6a93e214f3465fd1989cbe6e2_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/alignment_control/checkpoint_validation_step_1250,COMPLETED,0,full
d3_full_propref,checkpoint_validation_step_14315,htzhulab,59499267,htzhulab,htzhulab__assign_htzhulab__job_59499267__task_51__pid_1413860,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/c98b0af8f3f6ea4315ab63f85c634ba80e726359ef39bce6cf1310b57845f803_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d3_full_propref/checkpoint_validation_step_14315,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_11662,a100-gpu,59498640,htzhulab,htzhulab__assign_a100-gpu__job_59498640__task_51__pid_1394109,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/cc1e2d95c0ba6a32667c959f1f7661b408a46fa9c7463d4bcd020c9940f6671a_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/d1_spatial_br2/checkpoint_validation_step_11662,COMPLETED,0,full
hard_negative_refresh,checkpoint_best,htzhulab,59499291,htzhulab,htzhulab__assign_htzhulab__job_59499291__task_52__pid_1414125,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/ce60e6b3f0f77efd392d04b917356b12234491f90011c1ddaac8a637e9168fe6_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/hard_negative_refresh/checkpoint_best,COMPLETED,0,full
alignment_control,checkpoint_final,a100-gpu,59498660,htzhulab,htzhulab__assign_a100-gpu__job_59498660__task_52__pid_1394648,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/d1d5e8bf2c96a0cf446b0d56009d76081e9d4cf5ba2d9a4ea3540e077d05e80c_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/alignment_control/checkpoint_final,COMPLETED,0,full
d1_spatial_br2,checkpoint_validation_step_4998,htzhulab,59499306,htzhulab,htzhulab__assign_htzhulab__job_59499306__task_53__pid_1414435,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/htzhulab/d20642fd459ec7e962fd3aad42ce107381a37d48402005362b7369ab7ea18ec8_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/htzhulab/d1_spatial_br2/checkpoint_validation_step_4998,COMPLETED,0,full
alignment_control,checkpoint_validation_step_6000,a100-gpu,59498683,htzhulab,htzhulab__assign_a100-gpu__job_59498683__task_53__pid_1395028,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/race/a100-gpu/d2b7a0e2d6389ac12898357d4e3ca9e0e7009d7971fa045fb0ed65fc14e27479_winner.lock,/users/a/e/aereinh/CARE_worktrees/route_C/results/route_C/runtime/round03/R1/shards/a100-gpu/alignment_control/checkpoint_validation_step_6000,COMPLETED,0,full
